row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,400,,7.582.079.160.751,7.537.111.144.509,,400.0,,7582079160751.0,7537111144509.0
I.,I.,I.,Vốn chủ sở hữu,410,V.25,7.582.044.565.154,7.537.076.548.912,,410.0,,7582044565154.0,7537076548912.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.495.371.120.000,4.495.371.120.000,,411.0,,4495371120000.0,4495371120000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.495.371.120.000,4.495.371.120.000,,,,4495371120000.0,4495371120000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,V.25b,121.567.440.382,121.567.440.382,,412.0,,121567440382.0,121567440382.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,19.346.479.965,20.998.948.125,,414.0,,19346479965.0,20998948125.0
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,(1.605.686.775.287),(1.629.294.875.287),,416.0,,-1605686775287.0,-1629294875287.0
7.,- > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,233.542.101.533,242.940.292.010,,417.0,,233542101533.0,242940292010.0
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,,766.899.475.459,749.636.060.130,,418.0,,766899475459.0,749636060130.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,6.798.115.744,6.798.115.744,,420.0,,6798115744.0,6798115744.0
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,,1.040.671.493.393,916.981.352.886,,421.0,,1040671493393.0,916981352886.0
-,- > -,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,883.197.452.523,916.981.352.886,,,,883197452523.0,916981352886.0
-,- > -,-,LNST chưa phân phối kỳ này,421b,,157.474.040.870,-,,,,157474040870.0,
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,9.749.706,9.749.706,,422.0,,9749706.0,9749706.0
13.,- > 13.,13.,Lợi ích cổ đông không kiểm soát,429,V.25c,2.503.525.364.259,2.612.068.345.216,,429.0,,2503525364259.0,2612068345216.0
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,34.595.597,34.595.597,,430.0,,34595597.0,34595597.0
1.,- > 1.,1.,Nguồn kinh phí,431,,34.595.597,34.595.597,,431.0,,34595597.0,34595597.0
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cổ định,432,,-,-,,432.0,,,
TỔNG CỘNG NGUỒN VỐN,- > TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,27.982.924.869.337,28.687.768.140.426,,440.0,,27982924869337.0,28687768140426.0
