row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải nộp,Phải thu,Phải nộp,Đã nộp,Phải nộp,Phải thu,,,,,,
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,290.178.963.228,7.245.967.998,702.458.983.689,(687.314.126.521),307.749.988.310,9.672.135.912,290178963228.0,7245967998.0,702458983689.0,-687314126521.0,307749988310.0,9672135912.0
Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,132.372.489.083,1.067.105.449,306.079.228.032,(297.484.030.451),142.063.845.958,2.159.764.743,132372489083.0,1067105449.0,306079228032.0,-297484030451.0,142063845958.0,2159764743.0
Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,-,-,6.244.732.525,(6.244.732.525),-,-,,,6244732525.0,-6244732525.0,,
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",-,-,181.232.739,(181.232.739),-,-,,,181232739.0,-181232739.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,60.011.016.271,4.513.990.521,82.724.531.188,(78.575.670.939),67.133.386.112,7.487.500.113,60011016271.0,4513990521.0,82724531188.0,-78575670939.0,67133386112.0,7487500113.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,13.405.903.341,1.193.501.634,14.524.210.874,(15.715.750.623),11.028.379.323,11.017.365,13405903341.0,1193501634.0,14524210874.0,-15715750623.0,11028379323.0,11017365.0
Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,-,-,118.455.721,(118.455.721),-,-,,,118455721.0,-118455721.0,,
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,17.183.326.909,428.872.314,184.991.060.008,(186.490.121.909),15.255.392.694,-,17183326909.0,428872314.0,184991060008.0,-186490121909.0,15255392694.0,
Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,4.395.264.048,-,15.725.071.764,(16.433.434.980),3.686.900.832,-,4395264048.0,,15725071764.0,-16433434980.0,3686900832.0,
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",7.477.597.975,28.275.989,44.326.776.292,(44.111.786.559),7.664.311.719,-,7477597975.0,28275989.0,44326776292.0,-44111786559.0,7664311719.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,3.611.902.526,368.400,5.894.103.687,(6.583.837.108),2.921.800.705,-,3611902526.0,368400.0,5894103687.0,-6583837108.0,2921800705.0,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",51.721.463.075,13.853.691,41.649.580.859,(35.375.072.967),57.995.970.967,13.853.691,51721463075.0,13853691.0,41649580859.0,-35375072967.0,57995970967.0,13853691.0
Lợi nhuận nộp Ngân sách,Lợi nhuận nộp Ngân sách,Lợi nhuận nộp Ngân sách,96.766.252.351,-,1.533.806.419,(98.300.058.770),-,-,96766252351.0,,1533806419.0,-98300058770.0,,
Cộng,Cộng,Cộng,386.945.215.579,7.245.967.998,703.992.790.108,(785.614.185.291),307.749.988.310,9.672.135.912,386945215579.0,7245967998.0,703992790108.0,-785614185291.0,307749988310.0,9672135912.0
