row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,15.051.633.953.710,15.431.081.591.781,,200.0,,15051633953710.0,15431081591781.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,1.130.447.961.463,1.409.037.314.918,,210.0,,1130447961463.0,1409037314918.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,V.3b,453.837.781.391,676.794.347.328,,211.0,,453837781391.0,676794347328.0
2.,2.,2.,Trả trước cho người bán dài hạn,212,,-,-,,212.0,,,
3.,3.,3.,Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,,213.0,,,
4.,4.,4.,Phải thu nội bộ dài hạn,214,,-,-,,214.0,,,
5.,5.,5.,Phải thu về cho vay dài hạn,215,V.5b,610.401.706.736,674.372.078.065,,215.0,,610401706736.0,674372078065.0
6.,6.,6.,Phải thu dài hạn khác,216,V.6b,66.208.473.336,67.885.645.850,,216.0,,66208473336.0,67885645850.0
7.,7.,7.,Dự phòng phải thu dài hạn khó đòi,219,V.7,-,(10.014.756.325),,219.0,,,-10014756325.0
II.,II.,II.,Tài sản cố định,220,,9.495.395.155.492,10.111.390.566.691,,220.0,,9495395155492.0,10111390566691.0
1.,1.,1.,Tài sản cố định hữu hình,221,V.11,9.431.833.254.498,10.078.860.750.167,,221.0,,9431833254498.0,10078860750167.0
1.,1.,1.,Nguyên giá,222,,18.347.167.201.440,18.390.047.085.470,,222.0,,18347167201440.0,18390047085470.0
1.,1.,1.,Giá trị hao mòn lũy kế,223,,(8.915.333.946.942),(8.311.186.335.303),,223.0,,-8915333946942.0,-8311186335303.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,V.12,52.133.596.892,21.161.395.239,,224.0,,52133596892.0,21161395239.0
2.,2.,2.,Nguyên giá,225,,72.626.177.682,32.825.583.090,,225.0,,72626177682.0,32825583090.0
2.,2.,2.,Giá trị hao mòn lũy kế,226,,(20.492.580.790),(11.664.187.851),,226.0,,-20492580790.0,-11664187851.0
3.,3.,3.,Tài sản cố định vô hình,227,V.13,11.428.304.102,11.368.421.285,,227.0,,11428304102.0,11368421285.0
3.,3.,3.,Nguyên giá,228,,17.272.916.011,16.603.366.011,,228.0,,17272916011.0,16603366011.0
3.,3.,3.,Giá trị hao mòn lũy kế,229,,(5.844.611.909),(5.234.944.726),,229.0,,-5844611909.0,-5234944726.0
III.,III.,III.,Bất động sản đầu tư,230,,-,-,,230.0,,,
III.,III.,III.,Nguyên giá,231,,-,-,,231.0,,,
III.,III.,III.,Giá trị hao mòn lũy kế,232,,-,-,,232.0,,,
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,774.716.227.526,505.291.590.216,,240.0,,774716227526.0,505291590216.0
1.,1.,1.,"Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,,241.0,,,
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,V.14,774.716.227.526,505.291.590.216,,242.0,,774716227526.0,505291590216.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,3.178.208.145.849,2.963.064.343.051,,250.0,,3178208145849.0,2963064343051.0
1.,1.,1.,Đầu tư vào công ty con,251,,-,-,,251.0,,,
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,V.2c,2.860.162.125.765,2.693.723.508.560,,252.0,,2860162125765.0,2693723508560.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,V.2d,352.989.875.478,300.328.899.478,,253.0,,352989875478.0,300328899478.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,V.2d,(35.303.855.394),(30.988.064.987),,254.0,,-35303855394.0,-30988064987.0
5.,5.,5.,Đầu tư nằm giữ đến ngày đáo hạn,255,V.2b,360.000.000,-,,255.0,,360000000.0,
VI.,VI.,VI.,Tài sản dài hạn khác,260,,472.866.463.380,442.297.776.905,,260.0,,472866463380.0,442297776905.0
1.,1.,1.,Chi phí trả trước dài hạn,261,V.10b,292.119.941.774,247.841.551.779,,261.0,,292119941774.0,247841551779.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,5.335.893.433,2.399.361.833,,262.0,,5335893433.0,2399361833.0
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,V.15,22.189.109.078,18.948.440.616,,263.0,,22189109078.0,18948440616.0
4.,4.,4.,Tài sản dài hạn khác,268,,-,-,,268.0,,,
5.,5.,5.,Lợi thế thương mại,269,V.16,153.221.519.095,173.108.422.677,,269.0,,153221519095.0,173108422677.0
,,,TỔNG CỘNG TÀI SẢN,270,,27.982.924.869.337,28.687.768.140.426,,270.0,,27982924869337.0,28687768140426.0
