row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,20.400.845.708.586,21.150.656.995.917,,300.0,,20400845708586.0,21150656995917.0
I.,I.,I.,Nợ ngắn hạn,310,,12.560.550.962.233,13.327.167.956.292,,310.0,,12560550962233.0,13327167956292.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.17a,2.448.654.123.464,2.381.717.582.558,,311.0,,2448654123464.0,2381717582558.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.18,1.271.873.461.180,1.158.161.075.840,,312.0,,1271873461180.0,1158161075840.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.19,307.749.988.310,386.945.215.579,,313.0,,307749988310.0,386945215579.0
4.,4.,4.,Phải trả người lao động,314,,288.881.631.017,306.821.552.367,,314.0,,288881631017.0,306821552367.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.20,793.280.499.432,535.954.383.722,,315.0,,793280499432.0,535954383722.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,V.21,15.753.740.500,10.400.631.022,,318.0,,15753740500.0,10400631022.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.22a,2.061.348.496.781,2.192.443.543.653,,319.0,,2061348496781.0,2192443543653.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.23a,5.325.421.304.242,6.299.856.715.062,,320.0,,5325421304242.0,6299856715062.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,286.503.920,,321.0,,,286503920.0
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.24,47.587.717.307,54.580.752.569,,322.0,,47587717307.0,54580752569.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,7.840.294.746.353,7.823.489.039.625,,330.0,,7840294746353.0,7823489039625.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.17b,156.346.909.687,182.623.868.672,,331.0,,156346909687.0,182623868672.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.21,152.124.400.064,95.082.584.485,,336.0,,152124400064.0,95082584485.0
7.,7.,7.,Phải trả dài hạn khác,337,V.22b,143.346.561.236,119.876.398.541,,337.0,,143346561236.0,119876398541.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.23b,7.373.309.820.501,7.403.622.697.377,,338.0,,7373309820501.0,7403622697377.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,14.433.644.283,15.066.468.160,,341.0,,14433644283.0,15066468160.0
12.,12.,12.,Dự phòng phải trả dài hạn,342,,733.410.582,7.217.022.390,,342.0,,733410582.0,7217022390.0
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
