row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,6.973.551.104.678,8.002.173.542.454,,1.0,,6973551104678.0,8002173542454.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.1,20.542.812.874,56.431.131.585,,2.0,,20542812874.0,56431131585.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,6.953.008.291.804,7.945.742.410.869,,10.0,,6953008291804.0,7945742410869.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,5.321.688.202.863,5.999.334.216.339,,11.0,,5321688202863.0,5999334216339.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,1.631.320.088.941,1.946.408.194.530,,20.0,,1631320088941.0,1946408194530.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,374.436.040.648,261.099.859.227,,21.0,,374436040648.0,261099859227.0
7.,7.,7.,Chi phí tài chính,22,VI.4,1.017.965.267.734,1.182.096.942.229,,22.0,,1017965267734.0,1182096942229.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,972.764.329.798,1.121.008.516.264,,23.0,,972764329798.0,1121008516264.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,VI.9,85.217.025.058,44.800.275.055,,24.0,,85217025058.0,44800275055.0
9.,9.,9.,Chi phí bán hàng,25,VI.5,6.428.326.997,6.883.778.704,,25.0,,6428326997.0,6883778704.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.6,577.913.392.307,648.131.733.025,,26.0,,577913392307.0,648131733025.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,488.666.167.609,415.195.874.854,,30.0,,488666167609.0,415195874854.0
12.,12.,12.,Thu nhập khác,31,VI.7,47.424.266.032,53.842.559.372,,31.0,,47424266032.0,53842559372.0
13.,13.,13.,Chi phí khác,32,VI.8,135.456.079.082,30.910.739.942,,32.0,,135456079082.0,30910739942.0
14.,14.,14.,Lợi nhuận khác,40,,(88.031.813.050),22.931.819.430,,40.0,,-88031813050.0,22931819430.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,400.634.354.559,438.127.694.284,,50.0,,400634354559.0,438127694284.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,,82.724.531.188,72.368.806.768,,51.0,,82724531188.0,72368806768.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,(3.569.355.477),2.824.862.682,,52.0,,-3569355477.0,2824862682.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,321.479.178.848,362.934.024.834,,60.0,,321479178848.0,362934024834.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,157.474.040.870,124.832.666.246,,61.0,,157474040870.0,124832666246.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,164.005.137.978,238.101.358.588,,62.0,,164005137978.0,238101358588.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,,350,318,,70.0,,350.0,318.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,,350,318,,71.0,,350.0,318.0
