row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1.,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1.,1.,Lợi nhuận trước thuế,01,,400.634.354.559,438.127.694.284,,1.0,,400634354559.0,438127694284.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,,,
-,2. > -,-,Khấu hao tài sản cố định và bất động sản đầu tư,02,,735.026.648.601,933.727.703.864,,2.0,,735026648601.0,933727703864.0
-,2. > -,-,Các khoản dự phòng,03,,125.972.578.764,62.542.849.125,,3.0,,125972578764.0,62542849125.0
-,2. > -,-,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,(9.869.018.956),(17.122.715.161),,4.0,,-9869018956.0,-17122715161.0
-,2. > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,,(294.864.918.662),(249.690.603.214),,5.0,,-294864918662.0,-249690603214.0
-,2. > -,-,Chi phí lãi vay,06,,972.764.329.798,1.121.008.516.264,,6.0,,972764329798.0,1121008516264.0
-,2. > -,-,Các khoản điều chỉnh khác,07,,6.850.410.584,9.471.254.562,,7.0,,6850410584.0,9471254562.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,1.936.514.384.688,2.298.064.699.724,,8.0,,1936514384688.0,2298064699724.0
-,2. > -,-,"Tăng, giảm các khoản phải thu",09,,214.044.228.748,(213.876.577.877),,9.0,,214044228748.0,-213876577877.0
-,2. > -,-,"Tăng, giảm hàng tồn kho",10,,(143.660.115.987),299.749.452.643,,10.0,,-143660115987.0,299749452643.0
-,2. > -,-,"Tăng, giảm các khoản phải trả",11,,(427.162.735.236),589.895.008.301,,11.0,,-427162735236.0,589895008301.0
-,2. > -,-,"Tăng, giảm chí phí trả trước",12,,368.383.657,17.509.771.687,,12.0,,368383657.0,17509771687.0
-,2. > -,-,"Tăng, giảm chứng khoán kinh doanh",13,,-,-,,13.0,,,
-,2. > -,-,Tiền lãi vay đã trả,14,,(799.192.731.481),(866.545.486.344),,14.0,,-799192731481.0,-866545486344.0
-,2. > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,,(78.575.670.939),(92.008.225.036),,15.0,,-78575670939.0,-92008225036.0
-,2. > -,-,Tiền thu khác từ hoạt động kinh doanh,16,,605.676.366,2.715.048.933,,16.0,,605676366.0,2715048933.0
-,2. > -,-,Tiền chi khác cho hoạt động kinh doanh,17,,(61.537.384.453),(66.728.139.289),,17.0,,-61537384453.0,-66728139289.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,641.404.035.363,1.968.775.552.743,,20.0,,641404035363.0,1968775552743.0
