row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Lãi thanh lý TSCĐ,Lãi thanh lý TSCĐ,Lãi thanh lý TSCĐ,10.723.011.433,5.403.956.955,10723011433.0,5403956955.0
Thu từ thanh lý Công cụ dụng cụ,Thu từ thanh lý Công cụ dụng cụ,Thu từ thanh lý Công cụ dụng cụ,265.518.639,4.568.340.169,265518639.0,4568340169.0
Thu tiền bồi thường,Thu tiền bồi thường,Thu tiền bồi thường,771.981.823,7.472.819.512,771981823.0,7472819512.0
Hoàn nhập trích trước chi phí công trình,Hoàn nhập trích trước chi phí công trình,Hoàn nhập trích trước chi phí công trình,1.572.523.862,13.559.847.672,1572523862.0,13559847672.0
Thu về chuyển nhượng chứng chỉ phát thải,Thu về chuyển nhượng chứng chỉ phát thải,Thu về chuyển nhượng chứng chỉ phát thải,3.832.177.019,5.608.186.865,3832177019.0,5608186865.0
Phí y tế và bảo vệ công trình,Phí y tế và bảo vệ công trình,Phí y tế và bảo vệ công trình,-,1.268.262.933,,1268262933.0
Thu nhập từ nông trường Trà Đà,Thu nhập từ nông trường Trà Đà,Thu nhập từ nông trường Trà Đà,50.000.000,5.877.465.635,50000000.0,5877465635.0
Thu nhập từ phí cấp quyền khai thác nước,Thu nhập từ phí cấp quyền khai thác nước,Thu nhập từ phí cấp quyền khai thác nước,12.023.306.000,-,12023306000.0,
Nhận hỗ trợ chênh lệch tỷ giá từ Công ty Mua bán điện,Nhận hỗ trợ chênh lệch tỷ giá từ Công ty Mua bán điện,Nhận hỗ trợ chênh lệch tỷ giá từ Công ty Mua bán điện,7.966.082.186,-,7966082186.0,
Thu nhập khác,Thu nhập khác,Thu nhập khác,10.219.665.070,10.083.679.631,10219665070.0,10083679631.0
Cộng,Cộng,Cộng,47.424.266.032,53.842.559.372,47424266032.0,53842559372.0
