row_label_raw,row_label_full,Tên công ty,Nơi thành lập và hoạt động,Tỷ lệ phần sở hữu và quyền biểu quyết nằm giữ,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần sở hữu và quyền biểu quyết nằm giữ,numeric__Hoạt động chính
Công ty Cổ phần Dịch vụ Trục tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trục tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trục tuyến FPT (FOC),"153 Nguyễn Đình Chiều, phường 6, quận 3, thành phố Hồ Chí Minh","59,12%","Cung cấp dịch vụ game online, báo điện tử, thanh toán điện tử",,0.5912,
Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,"Lô 37 - 39A, đường số 19, Khu chế xuất Tân Thuận, phường Tân Thuận Đông, quận 7, thành phố Hồ Chí Minh",100%,Cung cấp dịch vụ internet tốc độ cao và các dịch vụ viễn thông khác,,1.0,
Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),"Phòng G6, tầng 1, tòa nhà Etown, số 2, 364 Cộng Hòa, phường 13, quận Tân Bình, thành phố Hồ Chí Minh",100%,"Cung cấp dịch vụ internet, đại lý cung cấp dịch vụ viễn thông và các dịch vụ khác",,1.0,
Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),"153 Nguyễn Đình Chiều, phường 6, quận 3, thành phố Hồ Chí Minh",100%,Sản xuất phần mềm,,1.0,
