row_label_raw,row_label_full,col_0,Dưới 1 năm,Từ 1-5 năm,Tổng,numeric__Dưới 1 năm,numeric__Từ 1-5 năm,numeric__Tổng
,,,VND,VND,VND,,,
Các khoản vay và nợ thuê tài chính,Các khoản vay và nợ thuê tài chính,Các khoản vay và nợ thuê tài chính,698.800.278.325,-,698.800.278.325,698800278325.0,,698800278325.0
Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,850.268.918.326,-,850.268.918.326,850268918326.0,,850268918326.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,315.669.385.105,-,315.669.385.105,315669385105.0,,315669385105.0
Công nợ tài chính khác,Công nợ tài chính khác,Công nợ tài chính khác,-,97.920.000,97.920.000,,97920000.0,97920000.0
Tổng cộng,Tổng cộng,Tổng cộng,1.864.738.581.756,97.920.000,1.864.836.501.756,1864738581756.0,97920000.0,1864836501756.0
Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,(207.654.814.082),13.368.351.725,(194.286.462.357),-207654814082.0,13368351725.0,-194286462357.0
