row_label_raw,row_label_full,Bà Chu Thị Thanh Hà,Chủ tịch,numeric__Chủ tịch
Ông Trương Gia Bình,Ông Trương Gia Bình,Ông Trương Gia Bình,Thành viên,
Ông Lê Huy Chí,Ông Lê Huy Chí,Ông Lê Huy Chí,Thành viên,
Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Thành viên,
Ông Nguyễn Văn Khoa,Ông Nguyễn Văn Khoa,Ông Nguyễn Văn Khoa,Thành viên,
Ông Nguyễn Hồng Hiển,Ông Nguyễn Hồng Hiển,Ông Nguyễn Hồng Hiển,Thành viên (bổ nhiệm ngày 21 tháng 5 năm 2015),
