row_label_raw,row_label_full,31/12/2014,Dưới 1 năm > VND,Từ 1-5 năm > VND,Tổng > VND,numeric__Dưới 1 năm > VND,numeric__Từ 1-5 năm > VND,numeric__Tổng > VND
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,1.056.467.108.945,-,1.056.467.108.945,1056467108945.0,,1056467108945.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,11.946.730.000,-,11.946.730.000,11946730000.0,,11946730000.0
Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,588.669.928.729,-,588.669.928.729,588669928729.0,,588669928729.0
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,-,10.704.588.541,10.704.588.541,,10704588541.0,10704588541.0
Tài sản tài chính khác,Tài sản tài chính khác,Tài sản tài chính khác,-,2.761.683.184,2.761.683.184,,2761683184.0,2761683184.0
Tổng cộng,Tổng cộng,Tổng cộng,1.657.083.767.674,13.466.271.725,1.670.550.039.399,1657083767674.0,13466271725.0,1670550039399.0
