row_label_raw,row_label_full,col_0,2015,2014,numeric__2015,numeric__2014
,,,VND,VND,,
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,1.040.346.736.064,930.391.788.596,1040346736064.0,930391788596.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,,,
- Doanh thu chưa thực hiện chuyển sang,Điều chỉnh cho thu nhập chịu thuế > - Doanh thu chưa thực hiện chuyển sang,- Doanh thu chưa thực hiện chuyển sang,(745.472.287.619),(481.131.818.308),-745472287619.0,-481131818308.0
- Giá vốn tương ứng doanh thu chưa thực hiện chuyển sang,Điều chỉnh cho thu nhập chịu thuế > - Giá vốn tương ứng doanh thu chưa thực hiện chuyển sang,- Giá vốn tương ứng doanh thu chưa thực hiện chuyển sang,168.120.011.748,60.567.288.189,168120011748.0,60567288189.0
- Chi phí không được khấu trừ,Điều chỉnh cho thu nhập chịu thuế > - Chi phí không được khấu trừ,- Chi phí không được khấu trừ,2.269.139.931,5.945.981.871,2269139931.0,5945981871.0
- Doanh thu đã phát hành hóa đơn nhưng chưa thực hiện,Điều chỉnh cho thu nhập chịu thuế > - Doanh thu đã phát hành hóa đơn nhưng chưa thực hiện,- Doanh thu đã phát hành hóa đơn nhưng chưa thực hiện,1.272.904.092.379,757.367.399.920,1272904092379.0,757367399920.0
- Giá vốn tương ứng doanh thu chưa thực hiện,Điều chỉnh cho thu nhập chịu thuế > - Giá vốn tương ứng doanh thu chưa thực hiện,- Giá vốn tương ứng doanh thu chưa thực hiện,(343.132.916.768),(224.672.971.387),-343132916768.0,-224672971387.0
- Khoản điều chỉnh khác,Điều chỉnh cho thu nhập chịu thuế > - Khoản điều chỉnh khác,- Khoản điều chỉnh khác,(34.014.417.126),(14.212.447.052),-34014417126.0,-14212447052.0
Thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế > Thu nhập chịu thuế,Thu nhập chịu thuế,1.361.020.358.609,1.034.255.221.829,1361020358609.0,1034255221829.0
Thuế suất thuế thu nhập doanh nghiệp (i),Thuế suất thuế thu nhập doanh nghiệp (i),Thuế suất thuế thu nhập doanh nghiệp (i),10% và 22%,10% và 22%,,
Thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp (i) > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,290.605.248.917,220.472.503.497,290605248917.0,220472503497.0
Trừ: Thuế thu nhập doanh nghiệp được giảm trừ (ii),Thuế suất thuế thu nhập doanh nghiệp (i) > Trừ: Thuế thu nhập doanh nghiệp được giảm trừ (ii),Trừ: Thuế thu nhập doanh nghiệp được giảm trừ (ii),(55.568.523.376),(31.525.544.780),-55568523376.0,-31525544780.0
Thuế thu nhập doanh nghiệp hiện hành,Thuế suất thuế thu nhập doanh nghiệp (i) > Thuế thu nhập doanh nghiệp hiện hành,Thuế thu nhập doanh nghiệp hiện hành,235.036.725.541,188.946.958.717,235036725541.0,188946958717.0
Thuế thu nhập doanh nghiệp hoãn lại (iii),Thuế suất thuế thu nhập doanh nghiệp (i) > Thuế thu nhập doanh nghiệp hoãn lại (iii),Thuế thu nhập doanh nghiệp hoãn lại (iii),(76.762.720.956),(21.590.036.219),-76762720956.0,-21590036219.0
,,,158.274.004.585,167.356.922.498,158274004585.0,167356922498.0
