row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014,numeric__31/12/2015,numeric__31/12/2014
,,,VND,VND,,
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,,
Gửi tiền vào tài khoản tập trung của Công ty Cổ phần FPT,Các khoản tương đương tiền > Gửi tiền vào tài khoản tập trung của Công ty Cổ phần FPT,Gửi tiền vào tài khoản tập trung của Công ty Cổ phần FPT,1.328.334.605,6.257.761.565,1328334605.0,6257761565.0
Công nợ phải thu,Công nợ phải thu,Công nợ phải thu,Công nợ phải thu,Công nợ phải thu,,
Công ty Cổ phần FPT - Phải thu khác,Công nợ phải thu > Công ty Cổ phần FPT - Phải thu khác,Công ty Cổ phần FPT - Phải thu khác,116.567.450,1.140.753.859,116567450.0,1140753859.0
Công ty TNHH Hệ thống Thông tin FPT (FIS),Công nợ phải thu > Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),1.453.118.802,949.782.360,1453118802.0,949782360.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công nợ phải thu > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),1.773.262.507,410.320.000,1773262507.0,410320000.0
Công ty TNHH Thương mại FPT (FTG),Công nợ phải thu > Công ty TNHH Thương mại FPT (FTG),Công ty TNHH Thương mại FPT (FTG),295.359.719,285.702.222,295359719.0,285702222.0
Công ty TNHH Phần mềm FPT (FSO),Công nợ phải thu > Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),5.291.751.712,1.017.931.462,5291751712.0,1017931462.0
Công nợ phải trả,Công nợ phải trả,Công nợ phải trả,Công nợ phải trả,Công nợ phải trả,,
Công ty Cổ phần FPT- Hàng hóa dịch vụ,Công nợ phải trả > Công ty Cổ phần FPT- Hàng hóa dịch vụ,Công ty Cổ phần FPT- Hàng hóa dịch vụ,15.864.410.685,20.965.389.915,15864410685.0,20965389915.0
Công ty TNHH Hệ thống Thông tin FPT (FIS),Công nợ phải trả > Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),17.500.844.739,7.988.047.210,17500844739.0,7988047210.0
Công ty TNHH Phần mềm FPT (FSO),Công nợ phải trả > Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),1.013.544.903,1.042.329.098,1013544903.0,1042329098.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công nợ phải trả > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),252.685.856,223.810.816,252685856.0,223810816.0
Công ty TNHH Phân phối FPT (FDC),Công nợ phải trả > Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),32.697.023.093,-,32697023093.0,
Công ty TNHH Thương mại FPT (FTG),Công nợ phải trả > Công ty TNHH Thương mại FPT (FTG),Công ty TNHH Thương mại FPT (FTG),81.783.240,5.320.316.600,81783240.0,5320316600.0
Công ty TNHH Sản phẩm Công nghệ FPT (FTP),Công nợ phải trả > Công ty TNHH Sản phẩm Công nghệ FPT (FTP),Công ty TNHH Sản phẩm Công nghệ FPT (FTP),102.135.000,-,102135000.0,
