row_label_raw,row_label_full,col_0,Dưới 1 năm,Từ 1-5 năm,Tổng,numeric__Dưới 1 năm,numeric__Từ 1-5 năm,numeric__Tổng
,,,VND,VND,VND,,,
Các khoản vay và nợ thuê tài chính,Các khoản vay và nợ thuê tài chính,Các khoản vay và nợ thuê tài chính,1.660.677.134.056,444.645.581.506,2.105.322.715.562,1660677134056.0,444645581506.0,2105322715562.0
Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,1.218.469.388.407,-,1.218.469.388.407,1218469388407.0,,1218469388407.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,325.986.851.472,-,325.986.851.472,325986851472.0,,325986851472.0
Công nợ tài chính khác,Công nợ tài chính khác,Công nợ tài chính khác,-,404.134.497,404.134.497,,404134497.0,404134497.0
Tổng cộng,Tổng cộng,Tổng cộng,3.205.133.373.935,445.049.716.003,3.650.183.089.938,3205133373935.0,445049716003.0,3650183089938.0
Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,(449.669.893.441),(431.701.767.529),(881.371.660.970),-449669893441.0,-431701767529.0,-881371660970.0
