row_label_raw,row_label_full,Tên công ty,Nơi thành lập và hoạt động,giữ,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__giữ,numeric__Hoạt động chính
Công ty Cổ phầnDịch vụ Trực tuyếnFPT (FOC),Công ty Cổ phầnDịch vụ Trực tuyếnFPT (FOC),Công ty Cổ phầnDịch vụ Trực tuyếnFPT (FOC),"Lô 29B - 31B - 33B Đường TânThuận, Khu chế xuất Tân Thuận,Phường Tân Thuận Đông, Quận 7,Thành phố Hồ Chí Minh","56,32%","Cung cấp dịch vụ gameonline, báo điện tử, thanh toán điện tử",,0.5632,
Công ty TNHH MTVViễn thông FPT TânThuận,Công ty TNHH MTVViễn thông FPT TânThuận,Công ty TNHH MTVViễn thông FPT TânThuận,"Lô 29B - 31B - 33B Đường TânThuận, Khu chế xuất Tân Thuận,Phường Tân Thuận Đông, Quận 7,Thành phố Hồ Chí Minh","100,00%",Cung cấp dịch vụinternet tốc độ cao vàcác dịch vụ viễn thôngkhác,,1.0,
Công ty TNHH MTVViễn thông Quốc tếFPT (FTI),Công ty TNHH MTVViễn thông Quốc tếFPT (FTI),Công ty TNHH MTVViễn thông Quốc tếFPT (FTI),"Lô 29B - 31B - 33B Đường TânThuận, Khu chế xuất Tân Thuận,Phường Tân Thuận Đông, Quận 7,Thành phố Hồ Chí Minh","100,00%","Cung cấp dịch vụinternet, đai lý cung cấpdịch vụ viễn thông vàcác dịch vụ khác",,1.0,
Công ty Cổ phầnCông nghệ Viễnthông FPT (FCN),Công ty Cổ phầnCông nghệ Viễnthông FPT (FCN),Công ty Cổ phầnCông nghệ Viễnthông FPT (FCN),"Lô T2-5, Đường D1, Khu Côngnghệ cao, Phường Tăng Nhơn PhúA, Quận 9, Thành phố Hồ Chí Minh","99,99%",Cung cấp các dịch vụInternet tốc độ cao vàcác dịch vụ viễn thôngkhác,,0.9998999999999999,
