row_label_raw,row_label_full,Cổ phiếu,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Cổ phiếu,Cổ phiếu,Cổ phiếu,VND,VND,,
Số lượng cổ phiếu đã bán ra công chúng,Cổ phiếu > Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,226.159.724,150.783.259,226159724.0,150783259.0
Cổ phiếu phổ thông,Cổ phiếu > Cổ phiếu phổ thông,Cổ phiếu phổ thông,226.159.724,150.783.259,226159724.0,150783259.0
Số lượng cổ phiếu quỹ,Cổ phiếu > Số lượng cổ phiếu quỹ,Số lượng cổ phiếu quỹ,30.015,30.015,30015.0,30015.0
Cổ phiếu phổ thông,Cổ phiếu > Cổ phiếu phổ thông,Cổ phiếu phổ thông,30.015,30.015,30015.0,30015.0
Số lượng cổ phiếu đang lưu hành,Cổ phiếu > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,226.129.709,150.753.244,226129709.0,150753244.0
Cổ phiếu phổ thông,Cổ phiếu > Cổ phiếu phổ thông,Cổ phiếu phổ thông,226.129.709,150.753.244,226129709.0,150753244.0
