row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,,
Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,,
Chia cổ tức bằng cổ phiếu,Công ty Cổ phần FPT > Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,344.140.170.000,62.570.940.000,344140170000.0,62570940000.0
Chia cổ tức bằng tiền,Công ty Cổ phần FPT > Chia cổ tức bằng tiền,Chia cổ tức bằng tiền,103.242.052.000,269.055.046.000,103242052000.0,269055046000.0
Bản hàng hóa và dịch vụ,Công ty Cổ phần FPT > Bản hàng hóa và dịch vụ,Bản hàng hóa và dịch vụ,129.110.546,594.045.383,129110546.0,594045383.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty Cổ phần FPT > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",54.476.119.309,45.610.297.878,54476119309.0,45610297878.0
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),,
Bán hàng hóa và dịch vụ,Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,726.826.570.830,632.527.242.637,726826570830.0,632527242637.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",87.955.187.238,39.594.259.524,87955187238.0,39594259524.0
Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),,
Nhận cổ tức,Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC) > Nhận cổ tức,Nhận cổ tức,24.983.274.000,41.638.790.000,24983274000.0,41638790000.0
Bản hàng hóa và dịch vụ,Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC) > Bản hàng hóa và dịch vụ,Bản hàng hóa và dịch vụ,14.415.187.800,19.833.308.624,14415187800.0,19833308624.0
