row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,1.160.504.114.744,923.285.823.524,1160504114744.0,923285823524.0
Điều chỉnh cho thu nhập chịu thuếTrừ,Điều chỉnh cho thu nhập chịu thuếTrừ,Điều chỉnh cho thu nhập chịu thuếTrừ,,,,
- Thu nhập không chịu thuế (i),Điều chỉnh cho thu nhập chịu thuếTrừ > - Thu nhập không chịu thuế (i),- Thu nhập không chịu thuế (i),(172.657.234.590),(148.248.656.412),-172657234590.0,-148248656412.0
- Doanh thu chưa thực hiện chuyển sang,Điều chỉnh cho thu nhập chịu thuếTrừ > - Doanh thu chưa thực hiện chuyển sang,- Doanh thu chưa thực hiện chuyển sang,-,(127.625.818.223),,-127625818223.0
- Giá vốn tương ứng doanh thu chưa thực hiện chuyển sang,Điều chỉnh cho thu nhập chịu thuếTrừ > - Giá vốn tương ứng doanh thu chưa thực hiện chuyển sang,- Giá vốn tương ứng doanh thu chưa thực hiện chuyển sang,-,48.395.440.872,,48395440872.0
- Chuyển lỗ,Điều chỉnh cho thu nhập chịu thuếTrừ > - Chuyển lỗ,- Chuyển lỗ,(107.270.464.131),(38.260.469.296),-107270464131.0,-38260469296.0
- Các khoản điều chỉnh giảm lợi nhuận trước thuế,Điều chỉnh cho thu nhập chịu thuếTrừ > - Các khoản điều chỉnh giảm lợi nhuận trước thuế,- Các khoản điều chỉnh giảm lợi nhuận trước thuế,(4.355.236.097),(19.484.239.942),-4355236097.0,-19484239942.0
Cộng,Cộng,Cộng,,,,
- Chỉ phí không được khấu trừ,Cộng > - Chỉ phí không được khấu trừ,- Chỉ phí không được khấu trừ,3.048.751.799,77.119.027,3048751799.0,77119027.0
Thu nhập chịu thuế năm hiện hành,Cộng > Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,879.269.931.725,638.139.199.550,879269931725.0,638139199550.0
Thuế suất,Cộng > Thuế suất,Thuế suất,20%,20%,0.2,0.2
Chỉ phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Cộng > Chỉ phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chỉ phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,175.853.986.345,127.627.839.910,175853986345.0,127627839910.0
Thuế thu nhập doanh nghiệp đóng số Dự án Tân Thuận,Cộng > Thuế thu nhập doanh nghiệp đóng số Dự án Tân Thuận,Thuế thu nhập doanh nghiệp đóng số Dự án Tân Thuận,246.950.082,-,246950082.0,
Thuế thu nhập doanh nghiệp hiện hành,Cộng > Thuế thu nhập doanh nghiệp hiện hành,Thuế thu nhập doanh nghiệp hiện hành,176.100.936.427,127.627.839.910,176100936427.0,127627839910.0
Thuế thu nhập doanh nghiệp hoãn lại (ii),Cộng > Thuế thu nhập doanh nghiệp hoãn lại (ii),Thuế thu nhập doanh nghiệp hoãn lại (ii),21.732.498.727,24.138.169.329,21732498727.0,24138169329.0
,,,197.833.435.154,151.766.009.239,197833435154.0,151766009239.0
