row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số Thuyết minh,Mã số Thuyết minh_1,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số Thuyết minh,numeric__Mã số Thuyết minh_1,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,20,7.119.363.313.829,6.142.464.421.439,,1.0,20.0,7119363313829.0,6142464421439.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,20,16.698.874.908,11.432.772.118,,2.0,20.0,16698874908.0,11432772118.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,7.102.664.438.921,6.131.031.649.321,,10.0,,7102664438921.0,6131031649321.0
4.,4.,4.,Giá vốn hàng bán,11,21,3.658.830.455.514,3.188.196.851.966,,11.0,21.0,3658830455514.0,3188196851966.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,3.443.833.983.407,2.942.834.797.355,,20.0,,3443833983407.0,2942834797355.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,23,202.081.133.482,248.274.885.213,,21.0,23.0,202081133482.0,248274885213.0
7.,7.,7.,Chi phí tài chính,22,24,144.564.076.083,120.974.286.749,,22.0,24.0,144564076083.0,120974286749.0
,,,- Trong đó: Chi phí lãi vay,23,,133.046.974.598,118.843.999.299,,23.0,,133046974598.0,118843999299.0
8.,8.,8.,Chi phí bán hàng,25,,775.899.825.013,553.982.509.724,,25.0,,775899825013.0,553982509724.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,,1.564.640.925.325,1.567.280.585.990,,26.0,,1564640925325.0,1567280585990.0
10.,10.,10.,Lợi nhuận thuần tử hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,1.160.810.290.468,948.872.300.105,,30.0,,1160810290468.0,948872300105.0
11.,11.,11.,Thu nhập khác,31,,3.720.497.483,3.452.109.901,,31.0,,3720497483.0,3452109901.0
12.,12.,12.,Chi phí khác,32,,4.026.673.207,29.038.586.482,,32.0,,4026673207.0,29038586482.0
13.,13.,13.,Lỗ khác (40=31-32),40,,(306.175.724),(25.586.476.581),,40.0,,-306175724.0,-25586476581.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.160.504.114.744,923.285.823.524,,50.0,,1160504114744.0,923285823524.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,25,176.100.936.427,127.627.839.910,,51.0,25.0,176100936427.0,127627839910.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,25,21.732.498.727,24.138.169.329,,52.0,25.0,21732498727.0,24138169329.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,962.670.679.590,771.519.814.285,,60.0,,962670679590.0,771519814285.0
