row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
100,100,100,TÀI SẢN NGÂN HẠN,,51.394.724.017.298,39.472.227.294.732,,,51394724017298.0,39472227294732.0
110,110,110,Tiền và các khoản tương đương tiền,3,5.300.330.735.432,5.237.246.729.402,,3.0,5300330735432.0,5237246729402.0
111,111,111,Tiền,,1.395.849.592.442,1.323.144.129.455,,,1395849592442.0,1323144129455.0
112,112,112,Các khoản tương đương tiền,,3.904.481.142.990,3.914.102.599.947,,,3904481142990.0,3914102599947.0
120,120,120,Đầu tư tài chính ngắn hạn,,24.799.825.654.952,21.613.236.327.512,,,24799825654952.0,21613236327512.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),24.799.825.654.952,21.613.236.327.512,,,24799825654952.0,21613236327512.0
130,130,130,Các khoản phải thu ngắn hạn,,16.920.192.497.611,10.239.199.864.118,,,16920192497611.0,10239199864118.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,10.598.392.744.659,5.579.798.691.334,,5.0,10598392744659.0,5579798691334.0
132,132,132,Trả trước cho người bán ngắn hạn,6(a),413.405.237.823,435.275.808.580,,,413405237823.0,435275808580.0
136,136,136,Phải thu ngắn hạn khác,7(a),6.600.033.423.287,4.620.069.494.260,,,6600033423287.0,4620069494260.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(691.638.908.158),(395.944.130.056),,8.0,-691638908158.0,-395944130056.0
140,140,140,Hàng tồn kho,9,3.241.216.225.272,1.662.572.767.363,,9.0,3241216225272.0,1662572767363.0
141,141,141,Hàng tồn kho,,3.324.677.623.426,1.729.146.683.995,,,3324677623426.0,1729146683995.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(83.461.398.154),(66.573.916.632),,,-83461398154.0,-66573916632.0
150,150,150,Tài sản ngắn hạn khác,,1.133.158.904.031,719.971.606.337,,,1133158904031.0,719971606337.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),70.496.425.796,57.558.696.174,,,70496425796.0,57558696174.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",15(a),1.011.375.951.717,609.333.648.494,,,1011375951717.0,609333648494.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(b),51.286.526.518,53.079.261.669,,,51286526518.0,53079261669.0
