row_label_raw,row_label_full,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,103.777.990.516,141.237.895.281,numeric__103.777.990.516,numeric__141.237.895.281
Liên doanh Việt - Nga Vietsovpetro,Liên doanh Việt - Nga Vietsovpetro,Liên doanh Việt - Nga Vietsovpetro,154.519.338.142,-,154519338142.0,
Trường Cao đẳng nghề Dầu khí,Trường Cao đẳng nghề Dầu khí,Trường Cao đẳng nghề Dầu khí,1.592.496.460,-,1592496460.0,
Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí - CTCP,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí - CTCP,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí - CTCP,1.165.014.668,-,1165014668.0,
Tổng Công ty Thăm dò Khai thác Dầu khí,Tổng Công ty Thăm dò Khai thác Dầu khí,Tổng Công ty Thăm dò Khai thác Dầu khí,-,2.868.030.977,,2868030977.0
Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,-,2.515.592.031,,2515592031.0
,,,261.054.839.786,146.621.518.289,261054839786.0,146621518289.0
