row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,78.992.156.122.272,64.134.965.486.838,,,78992156122272.0,64134965486838.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,26,78.992.156.122.272,64.134.965.486.838,,26.0,78992156122272.0,64134965486838.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,27,65.006.501.143.931,52.728.949.502.327,,27.0,65006501143931.0,52728949502327.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,13.985.654.978.341,11.406.015.984.511,,,13985654978341.0,11406015984511.0
21,21,21,Doanh thu hoạt động tài chính,28,1.186.807.167.063,1.451.117.996.323,,28.0,1186807167063.0,1451117996323.0
22,22,22,Chi phí tài chính,29,402.749.045.863,169.134.841.287,,29.0,402749045863.0,169134841287.0
23,23,23,- Trong đó: Chi phí lãi vay,29,304.138.743.377,101.218.192.497,,29.0,304138743377.0,101218192497.0
24,24,24,Phần lãi/(lỗ) trong công ty liên kết,,15.053.154.984,(11.351.394.583),,,15053154984.0,-11351394583.0
25,25,25,Chi phí bán hàng,30,2.132.583.045.802,1.943.004.886.832,,30.0,2132583045802.0,1943004886832.0
26,26,26,Chi phí quản lý doanh nghiệp,31,1.479.072.397.239,769.205.023.620,,31.0,1479072397239.0,769205023620.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),,11.173.110.811.484,9.964.437.834.512,,,11173110811484.0,9964437834512.0
31,31,31,Thu nhập khác,,83.102.974.835,50.448.429.544,,,83102974835.0,50448429544.0
32,32,32,Chi phí khác,,51.215.542.548,36.822.035.359,,,51215542548.0,36822035359.0
40,40,40,Lợi nhuận khác (40 = 31 - 32),,31.887.432.287,13.626.394.185,,,31887432287.0,13626394185.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,11.204.998.243.771,9.978.064.228.697,,,11204998243771.0,9978064228697.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",32,2.304.278.491.555,2.037.319.332.206,,32.0,2304278491555.0,2037319332206.0
52,52,52,Chi phí/(thu nhập) thuế TNDN hoãn lại,32,48.907.622.506,(31.046.323.461),,32.0,48907622506.0,-31046323461.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,8.851.812.129.710,7.971.791.219.952,,,8851812129710.0,7971791219952.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Chủ sở hữu của Tổng Công ty Khí Việt Nam - Công ty Cổ phần,,8.672.965.062.460,7.854.955.921.939,,,8672965062460.0,7854955921939.0
62,62,62,Cổ đông không kiểm soát,,178.847.067.250,116.835.298.013,,,178847067250.0,116835298013.0
70,70,70,Lãi cơ bản trên cổ phiếu,24(a),4.356,3.944,,,4356.0,3944.0
71,71,71,Lãi suy giảm trên cổ phiếu,24(b),4.356,3.944,,,4356.0,3944.0
Đặng Thị Hồng Yến Người lập,Đặng Thị Hồng Yến Người lập,Đặng Thị Hồng Yến Người lập,Đặng Thị Hồng Yến Người lập,Nguyễn Công Luận Kế toán trường,Hoàng Văn Quang Tổng Giám đốc Ngày 15 tháng 3 năm 2022,Hoàng Văn Quang Tổng Giám đốc Ngày 15 tháng 3 năm 2022,,,,
