row_label_raw,row_label_full,Tổng Công ty Điện lực Dầu khí Việt Nam,1.364.868.608.904,950.024.244.490,numeric__1.364.868.608.904,numeric__950.024.244.490
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,50.000.000.000,50.000.000.000,50000000000.0,50000000000.0
Tổng Công ty Dầu Việt Nam,Tổng Công ty Dầu Việt Nam,Tổng Công ty Dầu Việt Nam,19.199.359.072,46.084.296.613,19199359072.0,46084296613.0
Tổng Công ty Thẩm dò và Khai thác Dầu khí,Tổng Công ty Thẩm dò và Khai thác Dầu khí,Tổng Công ty Thẩm dò và Khai thác Dầu khí,53.097.029.622,7.988.723.432,53097029622.0,7988723432.0
Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,1.453.870.134,-,1453870134.0,
