row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
(v),(v),(v),Phải trả người bán ngắn hạn (Thuyết minh 14),,,,,
(v),(v),(v),Công ty mẹ,,,,,
(v),(v) > (v),(v),Tập đoàn Đầu khí Việt Nam,2.387.845.437.216,76.471.339.838,,2387845437216.0,76471339838.0
(v),(v),(v),Công ty liên kết,,,,,
(v),(v) > (v),(v),Công ty Cổ phần Kinh doanh Khí Miền Nam,2.181.371.912,19.644.216.209,,2181371912.0,19644216209.0
(v),(v),(v),Các bên liên quan khác,,,,,
(v),(v) > (v),(v),Công ty Cổ phần Lộc Hóa Dầu Bình Sơn,868.294.457.218,441.446.739.201,,868294457218.0,441446739201.0
(v),(v) > (v),(v),Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,126.596.550.682,401.679.592.455,,126596550682.0,401679592455.0
(v),(v) > (v),(v),Liên doanh Việt - Nga Vietsovpetro,134.253.937.100,149.542.277.968,,134253937100.0,149542277968.0
(v),(v) > (v),(v),Tổng Công ty Thăm dò Khai thác Dầu khí,42.295.003.571,-,,42295003571.0,
(v),(v) > (v),(v),Tổng Công ty Cổ phần Vận tải Dầu khí,56.189.972.671,44.446.493.124,,56189972671.0,44446493124.0
(v),(v) > (v),(v),Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,18.736.776.645,18.736.776.645,,18736776645.0,18736776645.0
(v),(v) > (v),(v),Tổng Công ty Dầu Việt Nam - CTCP,2.702.642.761,2.685.683.783,,2702642761.0,2685683783.0
(v),(v) > (v),(v),Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,-,1.529.633.546,,,1529633546.0
(v),(v) > (v),(v),,3.639.096.149.776,1.156.182.752.769,,3639096149776.0,1156182752769.0
(vi),(vi),(vi),Chi phí phải trả ngắn hạn (Thuyết minh 16),,,,,
(vi),(vi),(vi),Công ty mẹ,,,,,
(vi),(vi) > (vi),(vi),Tập đoàn Dầu khí Việt Nam,2.109.745.264.552,2.278.454.336.677,,2109745264552.0,2278454336677.0
(vi),(vi),(vi),Các bên liên quan khác,,,,,
(vi),(vi) > (vi),(vi),Tổng Công ty Thăm dò và Khai thác Dầu khí,8.053.692.787,3.525.639.662,,8053692787.0,3525639662.0
(vi),(vi) > (vi),(vi),Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,-,2.157.369.900,,,2157369900.0
(vi),(vi) > (vi),(vi),,2.117.798.957.339,2.284.137.346.239,,2117798957339.0,2284137346239.0
(vii),(vii),(vii),Phải trả ngắn hạn khác (Thuyết minh 18),,,,,
(vii),(vii),(vii),Bên liên quan khác,,,,,
(vii),(vii) > (vii),(vii),Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,163.204.776.065,159.783.763.794,,163204776065.0,159783763794.0
