row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2021VND,2020VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,Mãsố > 01,01,Lợi nhuận kế toán trước thuếĐiều chính cho các khoản:,,11.204.998.243.771,9.978.064.228.697,,,11204998243771.0,9978064228697.0
02,Mãsố > 02,02,"Khẩu hao tài sản cố định (""TSCĐ"") và phân bổ lợithế thương mại",,3.073.271.794.099,2.554.097.877.410,,,3073271794099.0,2554097877410.0
03,Mãsố > 03,03,Các khoản dự phòng,,738.511.937.955,933.523.809.294,,,738511937955.0,933523809294.0
04,Mãsố > 04,04,(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá laicác khoản mục tiền tệ có gốc ngoại tệ,,(128.144.388.297),18.570.413.088,,,-128144388297.0,18570413088.0
05,Mãsố > 05,05,Lãi từ hoạt động đầu tư,,(1.108.893.203.844),(1.316.211.508.585),,,-1108893203844.0,-1316211508585.0
06,Mãsố > 06,06,Chi phí lãi vay,,304.138.743.377,101.218.192.497,,,304138743377.0,101218192497.0
08,Mãsố > 08,08,Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,,14.083.883.127.061,12.269.263.012.401,,,14083883127061.0,12269263012401.0
09,Mãsố > 09,09,Tăng các khoản phải thu,,(7.153.185.991.469),(960.719.844.944),,,-7153185991469.0,-960719844944.0
10,Mãsố > 10,10,Tăng hàng tồn kho,,(1.612.418.420.953),(83.857.273.599),,,-1612418420953.0,-83857273599.0
11,Mãsố > 11,11,Tăng/(giảm) các khoản phải trả,,7.800.920.353.900,(192.156.621.517),,,7800920353900.0,-192156621517.0
12,Mãsố > 12,12,Tăng chi phí trả trước,,(2.740.310.183.509),(168.109.715.935),,,-2740310183509.0,-168109715935.0
14,Mãsố > 14,14,Tiền lãi vay đã trả,,(262.442.294.782),(95.440.410.322),,,-262442294782.0,-95440410322.0
15,Mãsố > 15,15,Thuế TNDN đã nộp,,(2.274.967.189.845),(2.090.389.867.815),,,-2274967189845.0,-2090389867815.0
17,Mãsố > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(246.658.174.204),(1.348.190.447.194),,,-246658174204.0,-1348190447194.0
20,Mãsố > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,7.594.821.226.199,7.330.398.831.075,,,7594821226199.0,7330398831075.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,Mãsố > 21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các taisản dài hạn khác",,(4.747.172.910.132),(4.173.689.627.906),,,-4747172910132.0,-4173689627906.0
22,Mãsố > 22,22,Tiền thu từ thanh lý TSCĐ,,180.667.761.327,26.793.066.361,,,180667761327.0,26793066361.0
23,Mãsố > 23,23,Tiền gửi ngân hàng có kỳ hạn,,(41.510.884.348.748),(29.153.945.745.754),,,-41510884348748.0,-29153945745754.0
24,Mãsố > 24,24,Tiền thu từ tiền gửi ngân hàng có kỳ hạn,,38.324.295.021.308,31.865.500.000.000,,,38324295021308.0,31865500000000.0
27,Mãsố > 27,27,Tiền thu tiền lãi tiền gửi và lợi nhuận được chia,,998.038.096.084,1.534.467.421.577,,,998038096084.0,1534467421577.0
30,Mãsố > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(6.755.056.380.161),99.125.114.278,,,-6755056380161.0,99125114278.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
33,Mãsố > 33,33,Tiền thu từ đi vay,,6.246.927.650.109,2.201.825.438.530,,,6246927650109.0,2201825438530.0
34,Mãsố > 34,34,Tiền chi trả nợ gốc vay,,(1.156.321.500.000),(2.020.031.039.686),,,-1156321500000.0,-2020031039686.0
36,Mãsố > 36,36,Tiền chi trả cố tức cho cổ đông,,(5.864.872.815.742),(6.850.062.019.942),,,-5864872815742.0,-6850062019942.0
40,Mãsố > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(774.266.665.633),(6.668.267.621.098),,,-774266665633.0,-6668267621098.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,65.498.180.405,761.256.324.255,,,65498180405.0,761256324255.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,3,5.237.246.729.402,4.475.889.167.227,,3.0,5237246729402.0,4475889167227.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(2.414.174.375),101.237.920,,,-2414174375.0,101237920.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,3,5.300.330.735.432,5.237.246.729.402,,3.0,5300330735432.0,5237246729402.0
