row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
200,200,200,TÀI SẢN DÀI HẠN,,27.373.350.671.266,23.736.173.735.371,,,27373350671266.0,23736173735371.0
210,210,210,Các khoản phải thu dài hạn,,187.718.539.786,162.062.201.594,,,187718539786.0,162062201594.0
212,212,212,Trả trước cho người bán dài hạn,6(b),70.338.402.093,73.909.907.257,,,70338402093.0,73909907257.0
216,216,216,Phải thu dài hạn khác,7(b),117.380.137.693,88.152.294.337,,,117380137693.0,88152294337.0
220,220,220,Tài sản cố định,,18.098.268.868.761,19.773.601.197.998,,,18098268868761.0,19773601197998.0
221,221,221,Tài sản cố định hữu hình,11(a),17.688.043.268.312,19.335.105.714.286,,,17688043268312.0,19335105714286.0
222,222,222,Nguyên giá,,56.069.459.929.388,54.739.218.312.039,,,56069459929388.0,54739218312039.0
223,223,223,Giá trị khấu hao lũy kế,,(38.381.416.661.076),(35.404.112.597.753),,,-38381416661076.0,-35404112597753.0
227,227,227,Tài sản cố định vô hình,11(b),410.225.600.449,438.495.483.712,,,410225600449.0,438495483712.0
228,228,228,Nguyên giá,,588.231.701.729,585.234.713.955,,,588231701729.0,585234713955.0
229,229,229,Giá trị khấu hao lũy kế,,(178.006.101.280),(146.739.230.243),,,-178006101280.0,-146739230243.0
230,230,230,Bất động sản đầu tư,,21.934.563.658,22.357.771.534,,,21934563658.0,22357771534.0
231,231,231,Nguyên giá,,26.427.782.233,26.427.782.233,,,26427782233.0,26427782233.0
232,232,232,Giá trị khấu hao lũy kế,,(4.493.218.575),(4.070.010.699),,,-4493218575.0,-4070010699.0
240,240,240,Tài sản dở dang dài hạn,,4.871.054.316.564,2.302.958.751.607,,,4871054316564.0,2302958751607.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,4.871.054.316.564,2.302.958.751.607,,12.0,4871054316564.0,2302958751607.0
250,250,250,Đầu tư tài chính dài hạn,,400.162.192.660,379.189.574.851,,,400162192660.0,379189574851.0
252,252,252,Đầu tư vào công ty liên kết,4(b),390.162.192.660,369.189.574.851,,,390162192660.0,369189574851.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(c),35.000.000.000,35.000.000.000,,,35000000000.0,35000000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(c),(25.000.000.000),(25.000.000.000),,,-25000000000.0,-25000000000.0
260,260,260,Tài sản dài hạn khác,,3.794.212.189.837,1.096.004.237.787,,,3794212189837.0,1096004237787.0
261,261,261,Chi phí trả trước dài hạn,10(b),3.744.292.533.015,1.022.822.668.367,,,3744292533015.0,1022822668367.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,49.281.300.688,50.808.879.996,,,49281300688.0,50808879996.0
269,269,269,Lợi thế thương mại,13,638.356.134,22.372.689.424,,13.0,638356134.0,22372689424.0
270,270,270,TỔNG TÀI SẢN,,78.768.074.688.564,63.208.401.030.103,,,78768074688564.0,63208401030103.0
