row_label_raw,row_label_full,col_0,2021,2021_1,2020,2020_1,numeric__2021,numeric__2021_1,numeric__2020,numeric__2020_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,483.695.674.196,-,65.504.882.633,-,483695674196.0,,65504882633.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,300.373.318.227,-,211.521.452.922,-,300373318227.0,,211521452922.0,
"Vật tư, phụ tùng thay thế","Vật tư, phụ tùng thay thế","Vật tư, phụ tùng thay thế",687.105.659.115,(83.461.398.154),770.842.840.540,(66.573.916.632),687105659115.0,-83461398154.0,770842840540.0,-66573916632.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",36.469.639.703,-,57.042.753.193,-,36469639703.0,,57042753193.0,
Chi phí SXKD dở dang,Chi phí SXKD dở dang,Chi phí SXKD dở dang,9.917.814.305,-,4.822.446.362,-,9917814305.0,,4822446362.0,
Thành phẩm,Thành phẩm,Thành phẩm,110.093.604.921,-,76.012.518.761,-,110093604921.0,,76012518761.0,
Hàng hóa,Hàng hóa,Hàng hóa,1.634.757.305.235,-,417.131.876.144,-,1634757305235.0,,417131876144.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,62.264.607.724,-,126.267.913.440,-,62264607724.0,,126267913440.0,
,,,3.324.677.623.426,(83.461.398.154),1.729.146.683.995,(66.573.916.632),3324677623426.0,-83461398154.0,1729146683995.0,-66573916632.0
