row_label_raw,row_label_full,Công ty Cổ phần Kinh doanh Khí Miền Nam,2021 > Giá gốc VND > 226.460.000.000,2021 > Giá trị theo phương pháp vốn chủ sở hữu VND > 349.735.561.544,2021 > Giá trị hợp lý VND > 440.789.475.000,2020 > Giá gốc VND > 226.460.000.000,2020 > Giá trị theo phương pháp vốn chủ sở hữu VND > 324.941.370.143,2020 > Giá trị hợp lý VND > 352.631.580.000,numeric__2021 > Giá gốc VND > 226.460.000.000,numeric__2021 > Giá trị theo phương pháp vốn chủ sở hữu VND > 349.735.561.544,numeric__2021 > Giá trị hợp lý VND > 440.789.475.000,numeric__2020 > Giá gốc VND > 226.460.000.000,numeric__2020 > Giá trị theo phương pháp vốn chủ sở hữu VND > 324.941.370.143,numeric__2020 > Giá trị hợp lý VND > 352.631.580.000
Công ty TNHH Khí Nhiên liệu Giao thông Vận tải PVGazprom,Công ty TNHH Khí Nhiên liệu Giao thông Vận tải PVGazprom,Công ty TNHH Khí Nhiên liệu Giao thông Vận tải PVGazprom,58.000.000.000,40.426.631.116,(*),58.000.000.000,44.248.204.708,(*),58000000000.0,40426631116.0,,58000000000.0,44248204708.0,
,,,284.460.000.000,390.162.192.660,,284.460.000.000,369.189.574.851,,284460000000.0,390162192660.0,,284460000000.0,369189574851.0,
(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,,,,,,
,,,2021,2021,2021,2020,2020,2020,2021.0,2021.0,2021.0,2020.0,2020.0,2020.0
,,,Giá gốc VND,Dự phòng VND,Giá trị hợp lý VND,Giá gốc VND,Dự phòng VND,Giá trị hợp lý VND,,,,,,
Công ty Cổ phần Đầu tư và Kinh doanh Tài sản Việt Nam,(c) Đầu tư góp vốn vào đơn vị khác > Công ty Cổ phần Đầu tư và Kinh doanh Tài sản Việt Nam,Công ty Cổ phần Đầu tư và Kinh doanh Tài sản Việt Nam,25.000.000.000,(25.000.000.000),(*),25.000.000.000,(25.000.000.000),(*),25000000000.0,-25000000000.0,,25000000000.0,-25000000000.0,
Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,(c) Đầu tư góp vốn vào đơn vị khác > Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,10.000.000.000,-,(*),10.000.000.000,-,(*),10000000000.0,,,10000000000.0,,
,,,35.000.000.000,(25.000.000.000),,35.000.000.000,(25.000.000.000),,35000000000.0,-25000000000.0,,35000000000.0,-25000000000.0,
