row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
300,300,300,NỘ PHẢI TRẢ,,26.575.344.013.434,13.708.720.044.649,,,26575344013434.0,13708720044649.0
310,310,310,Nợ ngắn hạn,,16.561.261.573.886,9.748.781.422.071,,,16561261573886.0,9748781422071.0
311,311,311,Phải trả người bán ngắn hạn,14,6.630.916.343.590,2.676.585.638.208,,14.0,6630916343590.0,2676585638208.0
312,312,312,Người mua trả tiền trước ngắn hạn,,104.816.808.984,228.058.965.321,,,104816808984.0,228058965321.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(c),555.128.960.547,553.509.459.627,,,555128960547.0,553509459627.0
314,314,314,Phải trả người lao động,,296.411.234.058,199.352.091.251,,,296411234058.0,199352091251.0
315,315,315,Chi phí phải trả ngắn hạn,16,3.858.406.862.854,3.767.917.733.282,,16.0,3858406862854.0,3767917733282.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,17,2.586.888.884.214,77.365.272.465,,17.0,2586888884214.0,77365272465.0
319,319,319,Phải trả ngắn hạn khác,18,1.470.759.698.318,749.208.259.798,,18.0,1470759698318.0,749208259798.0
320,320,320,Vay ngắn hạn,19(a),484.740.000.000,1.017.470.000.000,,,484740000000.0,1017470000000.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,573.192.781.321,479.314.002.119,,20.0,573192781321.0,479314002119.0
330,330,330,Nợ dài hạn,,10.014.082.439.548,3.959.938.622.578,,,10014082439548.0,3959938622578.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,21.600.729.943,21.600.730.715,,,21600729943.0,21600730715.0
337,337,337,Phải trả dài hạn khác,,114.046.536.416,93.020.749.601,,,114046536416.0,93020749601.0
338,338,338,Vay dài hạn,19(b),7.510.120.451.721,1.963.867.248.970,,,7510120451721.0,1963867248970.0
341,341,341,Thuế thu nhập hoãn lại phải trả,,219.007.722.635,171.627.679.439,,,219007722635.0,171627679439.0
342,342,342,Dự phòng phải trả dài hạn,21,2.145.620.277.655,1.700.127.271.921,,21.0,2145620277655.0,1700127271921.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,3.686.721.178,9.694.941.932,,,3686721178.0,9694941932.0
400,400,400,VỐN CHỦ SỞ HỮU,,52.192.730.675.130,49.499.680.985.454,,,52192730675130.0,49499680985454.0
410,410,410,Vốn chủ sở hữu,,52.192.730.675.130,49.499.680.985.454,,,52192730675130.0,49499680985454.0
411,411,411,Vốn góp của chủ sở hữu,"22, 23",19.139.500.000.000,19.139.500.000.000,,,19139500000000.0,19139500000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,19.139.500.000.000,19.139.500.000.000,,,19139500000000.0,19139500000000.0
412,412,412,Thặng dư vốn cổ phần,23,210.679.541.297,210.679.541.297,,23.0,210679541297.0,210679541297.0
414,414,414,Vốn khác của chủ sở hữu,23,196.658.562.648,196.658.562.648,,23.0,196658562648.0,196658562648.0
418,418,418,Quỹ đầu tư phát triển,23,21.053.839.680.240,18.853.826.843.892,,23.0,21053839680240.0,18853826843892.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,23,6.287.318.113,6.287.318.113,,23.0,6287318113.0,6287318113.0
421,421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",23,10.487.292.270.016,10.028.673.271.871,,23.0,10487292270016.0,10028673271871.0
421a,421a,421a,- LNST chưa phân phối lũy kécủa các năm trước,,1.959.966.685.399,2.319.480.175.551,,,1959966685399.0,2319480175551.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,8.527.325.584.617,7.709.193.096.320,,,8527325584617.0,7709193096320.0
429,429,429,Lợi ích cổ đông không kiểm soát,23,1.098.473.302.816,1.064.055.447.633,,23.0,1098473302816.0,1064055447633.0
440,440,440,TỔNG NGUỒN VỐN,,78.768.074.688.564,63.208.401.030.103,,,78768074688564.0,63208401030103.0
