row_label_raw,row_label_full,Tên công ty,Lĩnh vực kinh doanh,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty,Tên công ty,Tên công ty,Lĩnh vực kinh doanh,Tỷ lệ sở hữu %,Giá mua VND,Tỷ lệ sở hữu %,Giá mua VND,,,,,
Công ty Cổ phần NNH Mizuki (i),Tên công ty > Công ty Cổ phần NNH Mizuki (i),Công ty Cổ phần NNH Mizuki (i),Bất động sản,"50,00",750.000.000.000,"50,00",750.000.000.000,,50.0,750000000000.0,50.0,750000000000.0
Công ty TNHH Anabuki NL Housing Service Việt Nam,Tên công ty > Công ty TNHH Anabuki NL Housing Service Việt Nam,Công ty TNHH Anabuki NL Housing Service Việt Nam,Bất động sản,"30,59",834.000.000,"30,59",834.000.000,,30.59,834000000.0,30.59,834000000.0
Đồng Nai Waterfront (TM số 4.1),Tên công ty > Đồng Nai Waterfront (TM số 4.1),Đồng Nai Waterfront (TM số 4.1),Bất động sản,-,-,"35,10",1.460.943.601.343,,,,35.1,1460943601343.0
Công ty Cổ phần Southgate (ii) (TM số 4.2),Tên công ty > Công ty Cổ phần Southgate (ii) (TM số 4.2),Công ty Cổ phần Southgate (ii) (TM số 4.2),Bất động sản,-,-,"50,00",916.500.000.000,,,,50.0,916500000000.0
TỔNG CỘNG,Tên công ty > TỔNG CỘNG,TỔNG CỘNG,,,750.834.000.000,,3.128.277.601.343,,,750834000000.0,,3128277601343.0
