row_label_raw,row_label_full,col_0,Năm nay,Năm trước (Điều chỉnh),numeric__Năm nay,numeric__Năm trước (Điều chỉnh)
Lợi nhuận sau thuế (VND),Lợi nhuận sau thuế (VND),Lợi nhuận sau thuế (VND),1.070.826.325.922,834.865.877.302,1070826325922.0,834865877302.0
Trừ: Quỹ khen thưởng phúc lợi và thủ lao Hội đồngQuản trị (VND) (i),Trừ: Quỹ khen thưởng phúc lợi và thủ lao Hội đồngQuản trị (VND) (i),Trừ: Quỹ khen thưởng phúc lợi và thủ lao Hội đồngQuản trị (VND) (i),(52.833.053.037),(56.021.338.327),-52833053037.0,-56021338327.0
Lợi nhuận sau thuế thuộc về cổ đông sở hữucổ phiếu phổ thông (VND),Lợi nhuận sau thuế thuộc về cổ đông sở hữucổ phiếu phổ thông (VND),Lợi nhuận sau thuế thuộc về cổ đông sở hữucổ phiếu phổ thông (VND),1.017.993.272.885,778.844.538.975,1017993272885.0,778844538975.0
Số lượng bình quân gia quyền của số cổ phiếuphổ thông đang lưu hành trong năm (cổ phiếu) (ii),Số lượng bình quân gia quyền của số cổ phiếuphổ thông đang lưu hành trong năm (cổ phiếu) (ii),Số lượng bình quân gia quyền của số cổ phiếuphổ thông đang lưu hành trong năm (cổ phiếu) (ii),328.450.882,291.869.174,328450882.0,291869174.0
Số lượng cổ phiếu bình quân lưu hành đãđược điều chỉnh do ảnh hưởng pha loãngtrong năm,Số lượng cổ phiếu bình quân lưu hành đãđược điều chỉnh do ảnh hưởng pha loãngtrong năm,Số lượng cổ phiếu bình quân lưu hành đãđược điều chỉnh do ảnh hưởng pha loãngtrong năm,328.450.882,291.869.174,328450882.0,291869174.0
Lãi trên cổ phiếu (VND),Lãi trên cổ phiếu (VND),Lãi trên cổ phiếu (VND),,,,
Lãi cơ bản trên cổ phiếu,Lãi trên cổ phiếu (VND) > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,3.099,2.668,3099.0,2668.0
Lãi suy giảm trên cổ phiếu,Lãi trên cổ phiếu (VND) > Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,3.099,2.668,3099.0,2668.0
