row_label_raw,row_label_full,col_0,Số cuối nămVND,Ngày đáo hạn,Mục đích vay,Lãi suất%/năm,Hình thức đảm bảo,numeric__Số cuối nămVND,numeric__Ngày đáo hạn,numeric__Mục đích vay,numeric__Lãi suất%/năm,numeric__Hình thức đảm bảo
Ngân hàng TMCP Phương Đông,Ngân hàng TMCP Phương Đông,Ngân hàng TMCP Phương Đông,Ngân hàng TMCP Phương Đông,Ngân hàng TMCP Phương Đông,Ngân hàng TMCP Phương Đông,Ngân hàng TMCP Phương Đông,Ngân hàng TMCP Phương Đông,,,,,
Vay 1,Ngân hàng TMCP Phương Đông > Vay 1,Vay 1,299.892.478.341,Ngày 30 tháng 9 năm 2022,,"8,0% - 8,2%","Thừa 2479, Tờ bản đồ số 5; thừa 779, Tờ bản đồ số 6 và thừa 226,Tờ bản đồ số 5, Xã An Thạnh,Huyện Bến Lức, Tĩnh Long An(TM số 11)",299892478341.0,,,,
Vay 2,Ngân hàng TMCP Phương Đông > Vay 2,Vay 2,168.213.182.423,Ngày 23 tháng 12 năm 2022,,"7,05% - 7,44%","Quyền sử dụng đất và các tài sân gắn liền với đất tọa lạc tại Số 147-149, Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7, TP.HCM(TM số 13 và 14)",168213182423.0,,,,
Vay 2,Ngân hàng TMCP Phương Đông > Vay 2,Vay 2,168.213.182.423,Ngày 23 tháng 12 năm 2022,Hỗ trợ nhu cầuvốn lưu động,"7,05% - 7,44%","Quyền sử dụng đất và các tài sân gắn liền với đất tọa lạc tại Số 147-149, Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7, TP.HCM(TM số 13 và 14)",168213182423.0,,,,
Ngân hàng TMCPNgoại Thương Việt Nam- Chi nhánh TP.HCM,Ngân hàng TMCP Phương Đông > Ngân hàng TMCPNgoại Thương Việt Nam- Chi nhánh TP.HCM,Ngân hàng TMCPNgoại Thương Việt Nam- Chi nhánh TP.HCM,90.000.000.000,Ngày 30 tháng 5 năm 2022,,"5,5%",Tín chấp,90000000000.0,,,0.055,
Ngân hàng TNHH MTVStandard Chartered(Viết Nam),Ngân hàng TMCP Phương Đông > Ngân hàng TNHH MTVStandard Chartered(Viết Nam),Ngân hàng TNHH MTVStandard Chartered(Viết Nam),89.916.601.611,Ngày 8 tháng 8 năm 2022,,"4,8% - 4,9%","Quyền sử dụng đất và các tài sân trên đất tại Xã An Thạnh, Huyện Bến Lức, Tĩnh Long An(TM số 11)",89916601611.0,,,,
TỔNG CỘNG,Ngân hàng TMCP Phương Đông > TỔNG CỘNG,TỔNG CỘNG,648.022.262.375,,,,,648022262375.0,,,,
