row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kể toán trước thuế Điều chỉnh cho các khoản: Khấu hao và hao mòn,,1.639.908.079.832,1.014.838.937.985,,,1639908079832.0,1014838937985.0
02,02,02,Tổng lợi nhuận kể toán trước thuế Điều chỉnh cho các khoản: Khấu hao và hao mòn,"13, 14, 15, 18",30.031.784.516,22.943.495.450,,,30031784516.0,22943495450.0
03,03,03,Dự phòng (hoản nhập dự phòng),,76.307.660.184,(864.348.250),,,76307660184.0,-864348250.0
05,05,05,Lãi từ hoạt động đầu tư,,(958.380.269.119),(868.358.935.875),,,-958380269119.0,-868358935875.0
06,06,06,Chi phí lãi vay,33,102.463.932.494,53.384.618.909,,33.0,102463932494.0,53384618909.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,890.331.187.907,221.943.768.219,,,890331187907.0,221943768219.0
09,09,09,Giảm các khoản phải thu,,212.179.730.917,25.152.549.438,,,212179730917.0,25152549438.0
10,10,10,Giảm (tăng) hàng tồn kho,,1.215.239.158.640,(1.668.219.008.375),,,1215239158640.0,-1668219008375.0
11,11,11,(Giảm) tăng các khoản phải trả,,(581.622.492.378),682.750.214.796,,,-581622492378.0,682750214796.0
12,12,12,Tăng chi phí trả trước,,(159.370.599.892),(88.771.264.740),,,-159370599892.0,-88771264740.0
14,14,14,Tiền lãi vay đã trả,,(82.593.982.070),(48.279.451.778),,,-82593982070.0,-48279451778.0
15,15,15,Thuế TNDN đã nộp,21,(153.269.430.051),(197.773.124.753),,21.0,-153269430051.0,-197773124753.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(45.351.255.702),(37.713.819.737),,,-45351255702.0,-37713819737.0
20,20,20,Lưu chuyển tiền thuần tử (sử dụng vào) hoạt động kinh doanh,,1.295.542.317.371,(1.110.910.136.930),,,1295542317371.0,-1110910136930.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,Tiền chi để mua sắm tài sản cố định,,(18.674.590.694),(43.547.498.073),,,-18674590694.0,-43547498073.0
22,22,22,Tiền thu do thanh lý tài sản cố định,,125.961.818,-,,,125961818.0,
23,23,23,Tiền chi thuần cho vay và tiền gửi có kỳ hạn,,(754.668.581.476),(40.483.503.733),,,-754668581476.0,-40483503733.0
25,25,25,Tiền chi đầu tư góp vốn vào các đơn vị khác,,(1.259.978.751.620),(3.165.294.629.681),,,-1259978751620.0,-3165294629681.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,-,2.088.825.034.985,,,,2088825034985.0
27,27,27,Tiền thu lãi cho vay và cố tức,,27.600.557.618,117.961.443.770,,,27600557618.0,117961443770.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(2.005.595.404.354),(1.042.539.152.732),,,-2005595404354.0,-1042539152732.0
