row_label_raw,row_label_full,col_0,Vay,Trải phiếu,VNDTổng cộng,numeric__Vay,numeric__Trải phiếu,numeric__VNDTổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,1.331.941.548.675,1.125.023.673.583,2.456.965.222.258,1331941548675.0,1125023673583.0,2456965222258.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,1.492.299.504.684,950.312.330.000,2.442.611.834.684,1492299504684.0,950312330000.0,2442611834684.0
Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,716.009.500.000,-,716.009.500.000,716009500000.0,,716009500000.0
Tiền chi trả nợ gốc,Tiền chi trả nợ gốc,Tiền chi trả nợ gốc,(1.948.832.658.946),(50.000.000.000),(1.998.832.658.946),-1948832658946.0,-50000000000.0,-1998832658946.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,-,"(38,374,073,710)","(38,374,073,710)",,,
Phân bố chi phí phát hành trải phiếu,Phân bố chi phí phát hành trải phiếu,Phân bố chi phí phát hành trải phiếu,-,"29,707,374,445","29,707,374,445",,,
Số cuối năm,Phân bố chi phí phát hành trải phiếu > Số cuối năm,Số cuối năm,1.591.417.894.413,2.016.669.304.318,3.608.087.198.731,1591417894413.0,2016669304318.0,3608087198731.0
