row_label_raw,row_label_full,Ngân hàng TNHH MTV Standard Chartered(Việt Nam) > Ngân hàng TMCP Phương Đông > Ngân hàng Mizuho –Chi nhánh Hồ Chí Minh > Ngân hàng TMCP Phương Đông,Số cuối nămVND > 526.000.000.000 > 282.889.812.988 > 95.019.000.000 > 39.486.819.050,Ngày đảo hạn > Ngày 2 tháng 9 năm 2022 > Từ ngày 26 tháng 5 năm 2022 tới ngày 31 tháng 5 năm 2025 > Ngày 31 tháng 3 năm 2022 > Từ ngày 26 tháng 5 năm 2022 tới ngày 10 tháng 5 năm 2023,Mục đích vay > Tài trợ đầu tưphát triển dự ánWaterpoint > Tài trợ đầu tưphát triển dự ánIzumi > Tài trợ đầu tưphát triển dự ánWaterpoint > Tài trợ đầu tưphát triển dự ánCần Thơ,"Lãi suất%/năm > 4,2% - 8,0% > 9,4% - 9,6% > 3,6% - 5,8% > 9,4%","Hình thức đảm bảo > Quyền sử dụng đất và tài sản hình thành trong tương lai gắn liền với dự án Khu đỏ thị mới Waterpoint (TM số 11), bảo lãnh của Công ty Cổ phần Đầu tư Nam Long tài khoản tiền gửi lưu động tại ngân hàng của Southgate (TM số 5). > Quyền sử dụng đất thuộc dự án Izumi và khoản phải thu phát sinh trong tương lai từ Hợp đồng mua bán nhà ở thuộc dự án(TM số 11). > Bảo lãnh của Công ty TNHH Nishi-Nippon Railroad > Thừa 2479, Tờ bản đồ số 5; thừa 779, Tờ bản đồ số 6 và thừa 226, Tờ bản đồ số 5, Xã An Thạnh, Huyện Bến Lức, Tĩnh Long An(TM số 11)",numeric__Số cuối nămVND > 526.000.000.000 > 282.889.812.988 > 95.019.000.000 > 39.486.819.050,numeric__Ngày đảo hạn > Ngày 2 tháng 9 năm 2022 > Từ ngày 26 tháng 5 năm 2022 tới ngày 31 tháng 5 năm 2025 > Ngày 31 tháng 3 năm 2022 > Từ ngày 26 tháng 5 năm 2022 tới ngày 10 tháng 5 năm 2023,numeric__Mục đích vay > Tài trợ đầu tưphát triển dự ánWaterpoint > Tài trợ đầu tưphát triển dự ánIzumi > Tài trợ đầu tưphát triển dự ánWaterpoint > Tài trợ đầu tưphát triển dự ánCần Thơ,"numeric__Lãi suất%/năm > 4,2% - 8,0% > 9,4% - 9,6% > 3,6% - 5,8% > 9,4%","numeric__Hình thức đảm bảo > Quyền sử dụng đất và tài sản hình thành trong tương lai gắn liền với dự án Khu đỏ thị mới Waterpoint (TM số 11), bảo lãnh của Công ty Cổ phần Đầu tư Nam Long tài khoản tiền gửi lưu động tại ngân hàng của Southgate (TM số 5). > Quyền sử dụng đất thuộc dự án Izumi và khoản phải thu phát sinh trong tương lai từ Hợp đồng mua bán nhà ở thuộc dự án(TM số 11). > Bảo lãnh của Công ty TNHH Nishi-Nippon Railroad > Thừa 2479, Tờ bản đồ số 5; thừa 779, Tờ bản đồ số 6 và thừa 226, Tờ bản đồ số 5, Xã An Thạnh, Huyện Bến Lức, Tĩnh Long An(TM số 11)"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,943.395.632.038,,,,,943395632038.0,,,,
Trong đó:- Vay dài hạnđến hạn trả- Vay dài hạn,Trong đó:- Vay dài hạnđến hạn trả- Vay dài hạn,Trong đó:- Vay dài hạnđến hạn trả- Vay dài hạn,644.711.091.430298.684.540.608,,,,,6.447110914302988e+23,,,,
