row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,5.205.519.498.702,2.260.022.752.035,5205519498702.0,2260022752035.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự","Trong đó: > Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự","Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự",4.480.963.515.322,734.399.403.020,4480963515322.0,734399403020.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,353.955.181.877,658.605.261.662,353955181877.0,658605261662.0
Doanh thu từ dịch vụ xây dựng,Trong đó: > Doanh thu từ dịch vụ xây dựng,Doanh thu từ dịch vụ xây dựng,251.593.826.907,702.468.052.258,251593826907.0,702468052258.0
Doanh thu từ chuyển nhượng dự án,Trong đó: > Doanh thu từ chuyển nhượng dự án,Doanh thu từ chuyển nhượng dự án,102.372.422.241,146.304.502.600,102372422241.0,146304502600.0
Thu nhập cho thuê bất động sản đầu tư,Trong đó: > Thu nhập cho thuê bất động sản đầu tư,Thu nhập cho thuê bất động sản đầu tư,16.634.552.355,18.245.532.495,16634552355.0,18245532495.0
Trừ,Trừ,Trừ,Trừ,Trừ,,
Giảm trừ doanh thu,Trừ > Giảm trừ doanh thu,Giảm trừ doanh thu,-,(43.303.581.914),,-43303581914.0
Doanh thu thuần,Trừ > Doanh thu thuần,Doanh thu thuần,5.205.519.498.702,2.216.719.170.121,5205519498702.0,2216719170121.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự","Trong đó: > Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự","Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự",4.480.963.515.322,691.095.821.106,4480963515322.0,691095821106.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,353.955.181.877,658.605.261.662,353955181877.0,658605261662.0
Doanh thu từ dịch vụ xây dựng,Trong đó: > Doanh thu từ dịch vụ xây dựng,Doanh thu từ dịch vụ xây dựng,251.593.826.907,702.468.052.258,251593826907.0,702468052258.0
Doanh thu từ chuyển nhượng dự án,Trong đó: > Doanh thu từ chuyển nhượng dự án,Doanh thu từ chuyển nhượng dự án,102.372.422.241,146.304.502.600,102372422241.0,146304502600.0
Thu nhập cho thuê bất động sản đầu tư,Trong đó: > Thu nhập cho thuê bất động sản đầu tư,Thu nhập cho thuê bất động sản đầu tư,16.634.552.355,18.245.532.495,16634552355.0,18245532495.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với khách hàng khác,Trong đó: > Doanh thu với khách hàng khác,Doanh thu với khách hàng khác,4.705.053.250.493,892.731.852.999,4705053250493.0,892731852999.0
Doanh thu với bên liên quan (TM số 36),Trong đó: > Doanh thu với bên liên quan (TM số 36),Doanh thu với bên liên quan (TM số 36),500.466.248.209,1.323.987.317.122,500466248209.0,1323987317122.0
