row_label_raw,row_label_full,Hàng tồn kho,-,5.523.039.839,5.523.039.839_1,numeric__-,numeric__5.523.039.839,numeric__5.523.039.839_1
Chi phí xây dựng cơ bảnđở dang,Chi phí xây dựng cơ bảnđở dang,Chi phí xây dựng cơ bảnđở dang,5.523.039.839,(5.523.039.839),-,5523039839.0,-5523039839.0,
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,10.859.313.415,(10.760.300.738),99.012.677,10859313415.0,-10760300738.0,99012677.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,2.844.570.000,(2.379.350.000),465.220.000,2844570000.0,-2379350000.0,465220000.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,11.211.821.819,13.139.650.738,24.351.472.557,11211821819.0,13139650738.0,24351472557.0
