row_label_raw,row_label_full,col_0,Mã cổ phiếu,Số đầu năm,Mua trong năm,Bán trong năm,Số cuối năm,numeric__Mã cổ phiếu,numeric__Số đầu năm,numeric__Mua trong năm,numeric__Bán trong năm,numeric__Số cuối năm
Lý do thay đổi các khoản đầu tư như sau:,Lý do thay đổi các khoản đầu tư như sau:,Lý do thay đổi các khoản đầu tư như sau:,Lý do thay đổi các khoản đầu tư như sau:,Lý do thay đổi các khoản đầu tư như sau:,Lý do thay đổi các khoản đầu tư như sau:,Lý do thay đổi các khoản đầu tư như sau:,Lý do thay đổi các khoản đầu tư như sau:,,,,,
Công ty Cổ phần Nhựa Đồng Nai,Công ty Cổ phần Nhựa Đồng Nai,Công ty Cổ phần Nhựa Đồng Nai,DNP,,,,,,,,,
- Về số lượng,Công ty Cổ phần Nhựa Đồng Nai > - Về số lượng,- Về số lượng,,-,6.748.200,-,6.748.200,,,6748200.0,,6748200.0
- Về giá trị,Công ty Cổ phần Nhựa Đồng Nai > - Về giá trị,- Về giá trị,,-,97.995.673.350,-,97.995.673.350,,,97995673350.0,,97995673350.0
Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,TTF,,,,,,,,,
- Về số lượng,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > - Về số lượng,- Về số lượng,,20.806.590,-,(20.806.590),-,,20806590.0,,-20806590.0,
- Về giá trị,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > - Về giá trị,- Về giá trị,,147.060.363.199,-,(147.060.363.199),-,,147060363199.0,,-147060363199.0,
Công ty Cổ phần Tập đoàn Đất Xanh,Công ty Cổ phần Tập đoàn Đất Xanh,Công ty Cổ phần Tập đoàn Đất Xanh,DXG,,,,,,,,,
- Về số lượng,Công ty Cổ phần Tập đoàn Đất Xanh > - Về số lượng,- Về số lượng,,7.420.371,-,(7.420.371),-,,7420371.0,,-7420371.0,
- Về giá trị,Công ty Cổ phần Tập đoàn Đất Xanh > - Về giá trị,- Về giá trị,,141.552.410.600,-,(141.552.410.600),-,,141552410600.0,,-141552410600.0,
Công ty Cổ phần Quốc tế Sơn Hà,Công ty Cổ phần Quốc tế Sơn Hà,Công ty Cổ phần Quốc tế Sơn Hà,SHI,,,,,,,,,
- Về số lượng,Công ty Cổ phần Quốc tế Sơn Hà > - Về số lượng,- Về số lượng,,5,-,(5),-,,5.0,,-5.0,
- Về giá trị,Công ty Cổ phần Quốc tế Sơn Hà > - Về giá trị,- Về giá trị,,43.629,-,(43.629),-,,43629.0,,-43629.0,
