row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRÀ,,1.037.570.600.321,926.976.659.029,,,1037570600321.0,926976659029.0
310,310,310,I. Nợ ngắn hạn,,403.916.200.321,214.095.855.179,,,403916200321.0,214095855179.0
311,311,311,1. Phải trả người bán ngắn hạn,11,176.442.264,10.897.072.879,,11.0,176442264.0,10897072879.0
313,313,313,2. Thuế và các khoản phải nộp Nhà nước,12,88.192.241,306.901.417,,12.0,88192241.0,306901417.0
314,314,314,3. Phải trả người lao động,,593.112.882,597.530.563,,,593112882.0,597530563.0
315,315,315,4. Chi phí phải trả ngắn hạn,13,17.911.692.287,12.102.109.289,,13.0,17911692287.0,12102109289.0
319,319,319,5. Phải trả ngắn hạn khác,14,94.303.825.869,19.324.879.831,,14.0,94303825869.0,19324879831.0
320,320,320,6. Vay ngắn hạn,15,289.983.522.914,170.452.651.078,,15.0,289983522914.0,170452651078.0
322,322,322,"7. Quỹ khen thưởng, phúc lợi",,859.411.864,414.710.122,,,859411864.0,414710122.0
330,330,330,II. Nợ dài hạn,,633.654.400.000,712.880.803.850,,,633654400000.0,712880803850.0
337,337,337,1. Phải trả dài hạn khác,,60.000.000,780.803.850,,,60000000.0,780803850.0
338,338,338,2. Vay dài hạn,15,633.594.400.000,712.100.000.000,,15.0,633594400000.0,712100000000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.522.515.106.028,2.471.367.689.519,,,2522515106028.0,2471367689519.0
410,410,410,I. Vốn chủ sở hữu,16,2.522.515.106.028,2.471.367.689.519,,16.0,2522515106028.0,2471367689519.0
411,411,411,1. Vốn cổ phần,,2.490.362.630.000,2.417.857.030.000,,,2490362630000.0,2417857030000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.490.362.630.000,2.417.857.030.000,,,2490362630000.0,2417857030000.0
418,418,418,2. Quỹ đầu tư phát triển,,142.970.000,142.970.000,,,142970000.0,142970000.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,32.009.506.028,53.367.689.519,,,32009506028.0,53367689519.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,-,23.385.721.684,,,,23385721684.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,32.009.506.028,29.981.967.835,,,32009506028.0,29981967835.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,3.560.085.706.349,3.398.344.348.548,,,3560085706349.0,3398344348548.0
