row_label_raw,row_label_full,Ông Nguyễn Lê Trung,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Bà Hòa Thị Thu Hà,Bà Hòa Thị Thu Hà,Bà Hòa Thị Thu Hà,Phó Tổng Giám đốc,,,
Bà Trần Thị Thoân,Bà Trần Thị Thoân,Bà Trần Thị Thoân,Phó Tổng Giám đốc,,,
Ông Ngô Văn Thụ,Ông Ngô Văn Thụ,Ông Ngô Văn Thụ,Phó Tổng Giám đốc,,,
Bà Lâm Thị Hiền,Bà Lâm Thị Hiền,Bà Lâm Thị Hiền,Phó Tổng Giám đốc,Bố nhiễm ngày 3 tháng 10 năm 2020,,
Bà Đặng Thị Quỳnh Phương,Bà Đặng Thị Quỳnh Phương,Bà Đặng Thị Quỳnh Phương,Phó Tổng Giám đốc,Miễn nhiễm ngày 18 tháng 8 năm 2020,,
