row_label_raw,row_label_full,Mês số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TẢI SẢN NGĂN HẠN,,2.706.717.930.705,2.648.630.224.106,,,2706717930705.0,2648630224106.0
110,110,110,I. Tiến và các khoản tương đương đến,4,816.523.338.816,85.809.419.198,,4.0,816523338816.0,85809419198.0
111,111,111,1. Tiến,4,179.620.574.162,80.809.419.198,,4.0,179620574162.0,80809419198.0
112,112,112,2. Các khoản tương đương Bihar,4,438.902.765.634,5.000.000.000,,4.0,438902765634.0,5000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,6,301.600.000.000,676.994.753.425,,6.0,301600000000.0,676994753425.0
123,123,123,1. Đầu tư năm giver đến ngày đào hạn,6,301.600.000.000,676.994.753.425,,6.0,301600000000.0,676994753425.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.328.600.071.002,1.138.540.133.675,,,1328600071002.0,1138540133675.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,483.117.365.403,707.525.756.273,,61.0,483117365403.0,707525756273.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,120.096.382.847,125.065.137.399,,62.0,120096382847.0,125065137399.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,97.177.390.581,121.588.000.000,,7.0,97177390581.0,121588000000.0
136,136,136,4. Phải thu ngắn hạn khác,8,628.208.672.191,164.261.240.003,,8.0,628208672191.0,164261240003.0
140,140,140,IV. Hàng tồn kho,9,417.238.832.395,702.743.146.437,,9.0,417238832395.0,702743146437.0
141,141,141,1. Hàng lớn kho,9,417.238.832.395,702.743.146.437,,9.0,417238832395.0,702743146437.0
150,150,150,V. Tài sản ngắn hạn khác,,41.755.747.492,45.442.771.370,,,41755747492.0,45442771370.0
151,151,151,1. Chỉ phí trả trước ngắn hạn,14,20.272.921.672,20.311.213.763,,14.0,20272921672.0,20311213763.0
152,152,152,2. Thuế GTGT được khấu từ,14,21.462.625.620,25.131.657.607,,14.0,21462625620.0,25131657607.0
200,200,200,III. TẢI SẢN DẢI HẠN,,3.575.743.722.599,3.317.919.838.246,,,3575743722599.0,3317919838246.0
210,210,210,I. Các khoản phải thu Delhi hạn,,50.987.169.081,417.409.868.081,,,50987169081.0,417409868081.0
211,211,211,1. Phải thu khách hàng dài hạn,8.1,35.000.000.000,-,,81.0,35000000000.0,
216,216,216,2. Phải thu dài hạn khác,8,15.987.169.081,417.409.868.081,,8.0,15987169081.0,417409868081.0
220,220,220,II. Tài sản cố định,,1.457.931.612.105,1.638.837.844.031,,,1457931612105.0,1638837844031.0
221,221,221,1. Tài sản cố định hữu hình,10,1.381.899.625.855,1.570.516.806.521,,10.0,1381899625855.0,1570516806521.0
222,222,222,Nguyễn giá,,2.428.695.897.783,2.421.579.112.063,,,2428695897783.0,2421579112063.0
223,223,223,Giai trị khẩu hao lây kế,,(1.035.798.271.933),(851.062.305.562),,,-1035798271933.0,-851062305562.0
227,227,227,3. Tài sản cố định vô hành,11,66.031.986.250,66.321.037.510,,11.0,66031986250.0,66321037510.0
228,228,228,Nguyễn giá,,78.688.750.029,78.371.572.029,,,78688750029.0,78371572029.0
229,229,229,Giai trị hao mòn lây kế,,(12.658.763.779),(10.050.634.819),,,-12658763779.0,-10050634819.0
240,240,240,IV. Tài sản đó dạng dài hạn,,214.308.114.314,131.792.632.650,,,214308114314.0,131792632650.0
242,242,242,1. Chỉ phí xây dựng cơ bản dở dang,12,214.308.114.314,131.792.632.650,,12.0,214308114314.0,131792632650.0
250,250,250,IV. Đầu tư tài chính dài hạn,13,1.839.372.132.584,1.107.491.282.000,,13.0,1839372132584.0,1107491282000.0
251,251,251,1. Đầu tư vào công ty con,,1.465.294.519.238,1.107.491.282.000,,,1465294519238.0,1107491282000.0
252,252,252,"2. Đầu tư vào công ty bên doanh, Mên kék",,360.055.546.231,-,,,360055546231.0,
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,17.353.094.158,-,,,17353094158.0,
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(3.331.027.043),-,,,-3331027043.0,
260,260,260,V. Tài sản đầu hạn khác,,13.144.694.475,22.388.240.483,,,13144694475.0,22388240483.0
261,261,261,1. Chỉ phí trả trước dài hạn,14,13.144.694.475,22.388.240.483,,14.0,13144694475.0,22388240483.0
270,270,270,TỔNG CỘNG TẢI SẢN,,6.281.461.653.264,5.967.480.062.350,,,6281461653264.0,5967480062350.0
