row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chính cho các khoản:,,213.163.900.576,271.813.509.817,,,213163900576.0,271813509817.0
02,02,02,Khấu hao và hao mòn tài sản cố định,,196.735.573.019,204.221.743.310,,,196735573019.0,204221743310.0
03,03,03,Dự phòng,,3.331.027.043,-,,,3331027043.0,
04,04,04,(Lãi)/lỗ chênh lệch tỷ giả hối đoai do đánh giá lại các khoản mục tiên tế có gốc ngoại tệ,,(329.144.974),5.556.477.890,,,-329144974.0,5556477890.0
05,05,05,Lãi từ hoạt động đầu tư,,(67.118.322.495),(118.202.816.509),,,-67118322495.0,-118202816509.0
06,06,06,Chi phí lãi vay (bao gồm chi phí phát hành trái phiếu),25,137.191.721.062,162.501.111.272,,25.0,137191721062.0,162501111272.0
08,08,08,Lãi từ hoạt động kinh doanh trước thay đổi vốn lưu động,,482.974.754.231,525.890.025.780,,,482974754231.0,525890025780.0
09,09,09,Giảm/(tăng) các khoản phải thu,,166.357.628.811,(4.763.414.760),,,166357628811.0,-4763414760.0
10,10,10,Giảm/(tăng) hàng tôn kho,,285.504.314.042,(121.628.662.535),,,285504314042.0,-121628662535.0
11,11,11,(Giảm)/tăng các khoản phải trả,,(34.792.735.204),52.899.540.255,,,-34792735204.0,52899540255.0
12,12,12,Giảm chi phí trả trước,,9.281.837.899,9.545.254.393,,,9281837899.0,9545254393.0
14,14,14,Tiền lãi vay đã trả,,(131.289.596.398),(159.184.274.799),,,-131289596398.0,-159184274799.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,16,(33.886.870.362),(34.799.592.814),,16.0,-33886870362.0,-34799592814.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,20,(33.139.735.017),(33.613.832.680),,20.0,-33139735017.0,-33613832680.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,711.009.598.002,234.345.042.840,,,711009598002.0,234345042840.0
,,,II. LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sầm, xảy dụng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(59.962.007.977),(148.896.806.009),,,-59962007977.0,-148896806009.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,3.586.363.637,338.656.000,,,3586363637.0,338656000.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(1.219.232.004.701),(1.009.910.253.425),,,-1219232004701.0,-1009910253425.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,1.619.137.367.565,823.790.500.000,,,1619137367565.0,823790500000.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(844.063.407.627),(112.250.680.000),,,-844063407627.0,-112250680000.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,60.772.780.000,-,,,60772780000.0,
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,76.967.792.842,44.417.705.654,,,76967792842.0,44417705654.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(362.793.116.261),(402.510.877.780),,,-362793116261.0,-402510877780.0
