row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,2.984.792.771.044,3.280.730.318.692,,,2984792771044.0,3280730318692.0
310,310,310,I. Nợ ngắn hạn,,2.689.123.721.510,2.423.530.413.550,,,2689123721510.0,2423530413550.0
311,311,311,1. Phải trả người bán ngắn hạn,15.1,415.102.492.838,503.135.771.188,,151.0,415102492838.0,503135771188.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,15.2,49.535.070.294,29.347.910.167,,152.0,49535070294.0,29347910167.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,13.812.745.067,15.621.923.090,,16.0,13812745067.0,15621923090.0
314,314,314,4. Phải trả người lao động,,17.593.718.131,16.301.590.318,,,17593718131.0,16301590318.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,17,6.212.831.306,5.019.286.713,,17.0,6212831306.0,5019286713.0
319,319,319,6. Phải trả ngắn hạn khác,18,5.065.238.775,4.334.645.023,,18.0,5065238775.0,4334645023.0
320,320,320,7. Vay ngắn hạn,19,2.181.799.035.431,1.849.196.389.367,,19.0,2181799035431.0,1849196389367.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",20,2.589.668,572.897.684,,20.0,2589668.0,572897684.0
330,330,330,II. Nợ dài hạn,,295.669.049.534,857.199.905.142,,,295669049534.0,857199905142.0
331,331,331,1. Phải trả người bán dài hạn,15.1,37.686.214.789,,,151.0,37686214789.0,
338,338,338,2. Vay dài hạn,19,257.982.834.745,857.199.905.142,,19.0,257982834745.0,857199905142.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.296.668.882.220,2.686.719.743.658,,,3296668882220.0,2686719743658.0
410,410,410,I. Vốn chủ sở hữu,21,3.296.668.882.220,2.686.719.743.658,,21.0,3296668882220.0,2686719743658.0
411,411,411,1. Vốn cổ phần đã phát hành,,2.217.599.740.000,1.711.999.760.000,,,2217599740000.0,1711999760000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.217.599.740.000,1.711.999.760.000,,,2217599740000.0,1711999760000.0
412,412,412,2. Thắng dư vốn cổ phần,,692.089.189.329,532.127.689.329,,,692089189329.0,532127689329.0
418,418,418,3. Quỹ đầu tư phát triển,,72.330.911.673,60.698.973.459,,,72330911673.0,60698973459.0
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,,11.612.477.781,11.612.477.781,,,11612477781.0,11612477781.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,303.036.563.437,370.280.843.089,,,303036563437.0,370280843089.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,114.879.509.874,137.642.078.798,,,114879509874.0,137642078798.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,188.157.053.563,232.638.764.291,,,188157053563.0,232638764291.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,6.281.461.653.264,5.967.450.062.350,,,6281461653264.0,5967450062350.0
