row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi số,Số cuối năm > Dự phòng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị ghi số,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi số,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị ghi số,numeric__Số đầu năm > Dự phòng
Tiền gửicá ký hạn (*),Tiền gửicá ký hạn (*),Tiền gửicá ký hạn (*),281.600.000.000,281.600.000.000,-,570.073.753.425,570.073.753.425,-,281600000000.0,281600000000.0,,570073753425.0,570073753425.0,
Trải phiếu (**),Trải phiếu (**),Trải phiếu (**),20.000.000.000,20.000.000.000,-,106.921.000.000,106.921.000.000,-,20000000000.0,20000000000.0,,106921000000.0,106921000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,301.600.000.000,301.600.000.000,-,676.994.753.425,676.994.753.425,-,301600000000.0,301600000000.0,,676994753425.0,676994753425.0,
