row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",18.947.351.357,14.910.220.500,18947351357.0,14910220500.0
Chi phí trả trước khác,Ngắn hạn > Chi phí trả trước khác,Chi phí trả trước khác,1.325.570.515,5.400.993.263,1325570515.0,5400993263.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,20.272.921.872,20.311.213.763,20272921872.0,20311213763.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
"Công cụ, dụng cụ xuất dùng","Dải hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",9.159.941.176,14.522.567.021,9159941176.0,14522567021.0
Chi phí sửa chữa,Dải hạn > Chi phí sửa chữa,Chi phí sửa chữa,3.888.413.468,4.377.274.350,3888413468.0,4377274350.0
Chi phí tư vấn phát triển thị trường,Dải hạn > Chi phí tư vấn phát triển thị trường,Chi phí tư vấn phát triển thị trường,-,3.225.750.000,,3225750000.0
Chi phí trả trước khác,Dải hạn > Chi phí trả trước khác,Chi phí trả trước khác,96.339.831,262.649.112,96339831.0,262649112.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,13.144.694.475,22.388.240.483,13144694475.0,22388240483.0
