row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Doanh thu bán hàng và cung cấp dịch vụ,Mua hàng hóa dịch vụ,Lợi nhuận hợp đồng hợp tác kinh doanh,Góp vốn hợp đồng hợp tác kinh doanh,Cho vay,Thu tiến cho vay,Chỉ cổ tức,Đơn vị tính: VND,numeric__Môi quan hệ,numeric__Doanh thu bán hàng và cung cấp dịch vụ,numeric__Mua hàng hóa dịch vụ,numeric__Lợi nhuận hợp đồng hợp tác kinh doanh,numeric__Góp vốn hợp đồng hợp tác kinh doanh,numeric__Cho vay,numeric__Thu tiến cho vay,numeric__Chỉ cổ tức,numeric__Đơn vị tính: VND
Công ty An Thành,Công ty An Thành,Công ty An Thành,Công ty con,1.385.244.104.922,155.374.206.586,,,,,,,,1385244104922.0,155374206586.0,,,,,,
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,Công ty con,128.677.992.558,108.986.193.718,,,,7.000.000.000,,,,128677992558.0,108986193718.0,,,,7000000000.0,,
Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty con,78.738.874.746,,,,,,,,,78738874746.0,,,,,,,
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng Tập đoàn,23.804.528.151,,,,,,,,,23804528151.0,,,,,,,
Công ty An Tin,Công ty An Tin,Công ty An Tin,Công ty con,,60.612.082.851,,,,,,,,,60612082851.0,,,,,,
Công ty An Phat Complex,Công ty An Phat Complex,Công ty An Phat Complex,Công ty con,,,47.510.351.300,44.500.000.000,,,,,,,,47510351300.0,44500000000.0,,,,
Công ty An Phat Holdings,Công ty An Phat Holdings,Công ty An Phat Holdings,Công ty mẹ,,,,,7.000.000.000,38.050.000.000,39.908.570.000,,,,,,,7000000000.0,38050000000.0,39908570000.0,
Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Chữ tịch Hội đồng Quản trị,,,,,,,,11.738.801.376,,,,,,,,,11738801376.0
