row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
300,300,300,NỘ PHẢI TRẢ,,8.858.518.857.128,7.647.678.978.332,,,8858518857128.0,7647678978332.0
310,310,310,Nợ ngắn hạn,,6.568.317.739.511,7.620.886.731.385,,,6568317739511.0,7620886731385.0
311,311,311,Phải trả người bán ngắn hạn,13,1.470.090.085.110,855.939.492.291,,13.0,1470090085110.0,855939492291.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,192.040.581.786,78.931.822.145,,14.0,192040581786.0,78931822145.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(b),104.794.811.061,180.369.131.204,,,104794811061.0,180369131204.0
314,314,314,Phải trả người lao động,16,26.816.939.065,38.474.668.388,,16.0,26816939065.0,38474668388.0
315,315,315,Chỉ phí phải trả ngắn hạn,17,30.350.037.859,32.534.395.279,,17.0,30350037859.0,32534395279.0
319,319,319,Phải trả ngắn hạn khác,18,12.534.889.804,10.914.837.151,,18.0,12534889804.0,10914837151.0
320,320,320,Vay ngắn hạn,19(a),4.600.984.725.577,6.311.656.122.900,,,4600984725577.0,6311656122900.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,130.705.669.249,112.066.262.027,,20.0,130705669249.0,112066262027.0
330,330,330,Nợ dài hạn,,2.290.201.117.617,26.792.246.947,,,2290201117617.0,26792246947.0
337,337,337,Phải trả dài hạn khác,,900.000.000,900.000.000,,,900000000.0,900000000.0
338,338,338,Vay dài hạn,19(b),2.266.130.618.919,-,,,2266130618919.0,
341,341,341,Thuế thu nhập hoãn lại phải trả,,23.170.498.698,25.892.246.947,,,23170498698.0,25892246947.0
400,400,400,VỐN CHỦ SỞ HỮU,,7.635.393.344.959,5.871.406.574.473,,,7635393344959.0,5871406574473.0
410,410,410,Vốn chủ sở hữu,,7.635.393.344.959,5.871.406.574.473,,,7635393344959.0,5871406574473.0
411,411,411,Vốn góp của chủ sở hữu,"21, 22",4.475.708.810.000,3.159.319.780.000,,,4475708810000.0,3159319780000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.475.708.810.000,3.159.319.780.000,,,4475708810000.0,3159319780000.0
412,412,412,Thặng dư vốn cổ phần,22,522.361.358.279,259.365.552.279,,22.0,522361358279.0,259365552279.0
418,418,418,Quỹ đầu tư phát triển,22,205.291.630.465,191.701.386.132,,22.0,205291630465.0,191701386132.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,22,98.500.233.213,89.440.070.324,,22.0,98500233213.0,89440070324.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,22,2.318.557.245.301,2.171.579.785.738,,22.0,2318557245301.0,2171579785738.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,2.121.434.962.613,1.718.571.641.298,,,2121434962613.0,1718571641298.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,197.122.282.688,453.008.144.440,,,197122282688.0,453008144440.0
429,429,429,Lợi ích cổ đông không kiểm soát,,14.974.067.701,-,,,14974067701.0,
440,440,440,TỔNG NGUỒN VỐN,,16.493.912.202.087,13.519.085.552.805,,,16493912202087.0,13519085552805.0
