row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
200,200,200,TÀI SẢN DÀI HẠN,,6.791.111.915.859,3.316.715.052.258,,,6791111915859.0,3316715052258.0
210,210,210,Khoản phải thu dài hạn,,1.337.705.464,1.337.705.464,,,1337705464.0,1337705464.0
216,216,216,Phải thu dài hạn khác,,1.337.705.464,1.337.705.464,,,1337705464.0,1337705464.0
220,220,220,Tài sản cố định,,1.804.722.958.942,2.021.344.676.318,,,1804722958942.0,2021344676318.0
221,221,221,Tài sản cố định hữu hình,11(a),1.494.835.207.793,1.700.297.737.520,,,1494835207793.0,1700297737520.0
222,222,222,Nguyên giá,,5.105.206.257.359,5.084.074.628.216,,,5105206257359.0,5084074628216.0
223,223,223,Giá trị khấu hao lũy kế,,(3.610.371.049.566),(3.383.776.890.696),,,-3610371049566.0,-3383776890696.0
227,227,227,Tài sản cố định vô hình,11(b),309.887.751.149,321.046.938.798,,,309887751149.0,321046938798.0
228,228,228,Nguyên giá,,391.158.802.684,391.098.129.684,,,391158802684.0,391098129684.0
229,229,229,Giá trị khấu hao lũy kế,,(81.271.051.535),(70.051.190.886),,,-81271051535.0,-70051190886.0
240,240,240,Tài sản dở dang dài hạn,,4.443.040.147.274,285.776.095.884,,,4443040147274.0,285776095884.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,4.443.040.147.274,285.776.095.884,,12.0,4443040147274.0,285776095884.0
250,250,250,Đầu tư tài chính dài hạn,,648.000.000,524.521.155.000,,,648000000.0,524521155000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(b),648.000.000,524.521.155.000,,,648000000.0,524521155000.0
260,260,260,Tài sản dài hạn khác,,541.363.104.179,483.735.419.592,,,541363104179.0,483735419592.0
261,261,261,Chi phí trả trước dài hạn,10(b),541.363.104.179,483.735.419.592,,,541363104179.0,483735419592.0
270,270,270,TỔNG TÀI SẢN,,16.493.912.202.087,13.519.085.552.805,,,16493912202087.0,13519085552805.0
