row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
100,100,100,TÀI SẢN NGẮN HẠN,,9.702.800.286.228,10.202.370.500.547,,,9702800286228.0,10202370500547.0
110,110,110,Tiền và các khoản tương đương tiền,3,838.864.110.479,391.783.760.846,,3.0,838864110479.0,391783760846.0
111,111,111,Tiền,,476.364.110.479,391.783.760.846,,,476364110479.0,391783760846.0
112,112,112,Các khoản tương đương tiền,,362.500.000.000,-,,,362500000000.0,
120,120,120,Đầu tư tài chính ngắn hạn,,834.855.674.955,247.130.402.390,,,834855674955.0,247130402390.0
121,121,121,Chứng khoán kinh doanh,,-,9.353.176,,,,9353176.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),834.855.674.955,247.121.049.214,,,834855674955.0,247121049214.0
130,130,130,Các khoản phải thu ngắn hạn,,1.423.363.712.457,1.942.938.034.495,,,1423363712457.0,1942938034495.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,1.259.898.746.776,1.129.072.791.514,,5.0,1259898746776.0,1129072791514.0
132,132,132,Trả trước cho người bán ngắn hạn,6,148.237.759.341,811.919.388.493,,6.0,148237759341.0,811919388493.0
136,136,136,Phải thu ngắn hạn khác,7,40.481.950.567,15.741.713.905,,7.0,40481950567.0,15741713905.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(25.254.744.227),(13.795.859.417),,8.0,-25254744227.0,-13795859417.0
140,140,140,Hàng tồn kho,9,5.303.103.397.208,6.690.482.934.519,,9.0,5303103397208.0,6690482934519.0
141,141,141,Hàng tồn kho,,5.408.688.189.488,6.820.816.327.463,,,5408688189488.0,6820816327463.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(105.584.792.280),(130.333.392.944),,,-105584792280.0,-130333392944.0
150,150,150,Tài sản ngắn hạn khác,,1.302.613.391.129,930.035.368.297,,,1302613391129.0,930035368297.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),29.613.615.095,29.405.775.095,,,29613615095.0,29405775095.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",15(a),1.272.677.571.317,900.629.593.202,,,1272677571317.0,900629593202.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(a),322.204.717,-,,,322204717.0,
