row_label_raw,row_label_full,Năm phát sinh lỗ > 2021,Tình trạng kiểm tra của các cơ quan thuế > Chưa thanh tra thuế,Số lỗ phát sinh VND > 348.378.321,Số lỗ tính thuế đã được sử dụng VND > -,Số lỗ còn được chuyển sang các năm tính thuế sau VND > 348.378.321,numeric__Tình trạng kiểm tra của các cơ quan thuế > Chưa thanh tra thuế,numeric__Số lỗ phát sinh VND > 348.378.321,numeric__Số lỗ tính thuế đã được sử dụng VND > -,numeric__Số lỗ còn được chuyển sang các năm tính thuế sau VND > 348.378.321
2022,2022,2022,Chưa thanh tra thuế,174.911.804.801,(13.919.757.633),160.992.047.168,,174911804801.0,-13919757633.0,160992047168.0
2023,2023,2023,Chưa thanh tra thuế,73.883.728.783,-,73.883.728.783,,73883728783.0,,73883728783.0
2024,2024,2024,Chưa thanh tra thuế,1.156.870.270,-,1.156.870.270,,1156870270.0,,1156870270.0
2025,2025,2025,Chưa thanh tra thuế,1.411.799.170,-,1.411.799.170,,1411799170.0,,1411799170.0
