row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Khoản đặt cọc liên quan đến dự án Thuận Thành 2,Ngắn hạn > Khoản đặt cọc liên quan đến dự án Thuận Thành 2,Khoản đặt cọc liên quan đến dự án Thuận Thành 2,187.429.866.750,161.353.858.250,187429866750.0,161353858250.0
"Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Ngắn hạn > Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế",13.872.589.893,12.038.188.437,13872589893.0,12038188437.0
Phải trả cổ tức,Ngắn hạn > Phải trả cổ tức,Phải trả cổ tức,-,7.437.115.000,,7437115000.0
"Các khoản phải trả, phải nộp ngắn hạn khác","Ngắn hạn > Các khoản phải trả, phải nộp ngắn hạn khác","Các khoản phải trả, phải nộp ngắn hạn khác",36.206.778.888,19.578.468.737,36206778888.0,19578468737.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,237.509.235.531,200.407.630.424,237509235531.0,200407630424.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),Dài hạn > Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),173.563.494.000,173.563.494.000,173563494000.0,173563494000.0
Nhận đặt cọc thực hiện hợp đồng góp vốn và môi giới các dự án bất động sản,Dài hạn > Nhận đặt cọc thực hiện hợp đồng góp vốn và môi giới các dự án bất động sản,Nhận đặt cọc thực hiện hợp đồng góp vốn và môi giới các dự án bất động sản,65.000.000.000,141.000.000.000,65000000000.0,141000000000.0
"Nhận ký quỹ, ký cược dài hạn (**)","Dài hạn > Nhận ký quỹ, ký cược dài hạn (**)","Nhận ký quỹ, ký cược dài hạn (**)",68.527.336.322,67.726.882.276,68527336322.0,67726882276.0
"Các khoản phải trả, phải nộp dài hạn khác","Dài hạn > Các khoản phải trả, phải nộp dài hạn khác","Các khoản phải trả, phải nộp dài hạn khác",10.606.622.050,13.915.776.002,10606622050.0,13915776002.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,317.697.452.372,396.206.152.278,317697452372.0,396206152278.0
