row_label_raw,row_label_full,Trong đó:,Trong đó:_1,numeric__Trong đó:_1
Nợ dài hạn đến,Nợ dài hạn đến,Nợ dài hạn đến,Nợ dài hạn đến,
hạn trả,Nợ dài hạn đến > hạn trả,hạn trả,71.877.594.641,71877594641.0
Nợ dài hạn,Nợ dài hạn đến > Nợ dài hạn,Nợ dài hạn,75.982.970.073,75982970073.0
