row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,979.684.614.453,1.553.973.334.303,979684614453.0,1553973334303.0
Thuế TNDN theo thuế suất của từng hoạt động,Thuế TNDN theo thuế suất của từng hoạt động,Thuế TNDN theo thuế suất của từng hoạt động,154.901.211.518,145.183.799.679,154901211518.0,145183799679.0
Trong đó:,Trong đó:,Trong đó:,,,,
Thuế suất 15% của hoạt động sản xuất thức ăn chăn nuôi,Trong đó: > Thuế suất 15% của hoạt động sản xuất thức ăn chăn nuôi,Thuế suất 15% của hoạt động sản xuất thức ăn chăn nuôi,56.781.259.511,39.623.148.429,56781259511.0,39623148429.0
Thuế suất 20% của các hoạt động khác,Trong đó: > Thuế suất 20% của các hoạt động khác,Thuế suất 20% của các hoạt động khác,73.622.954.966,29.892.961.606,73622954966.0,29892961606.0
Thuế suất ưu đãi của hoạt động chăn nuôi,Trong đó: > Thuế suất ưu đãi của hoạt động chăn nuôi,Thuế suất ưu đãi của hoạt động chăn nuôi,24.496.997.041,75.667.689.644,24496997041.0,75667689644.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,,,
Chi phí khấu hao ứng với phần vượt định mức,Các khoản điều chỉnh tăng: > Chi phí khấu hao ứng với phần vượt định mức,Chi phí khấu hao ứng với phần vượt định mức,255.392.224,216.163.498,255392224.0,216163498.0
Chi phí khác không được khấu trừ,Các khoản điều chỉnh tăng: > Chi phí khác không được khấu trừ,Chi phí khác không được khấu trừ,383.244.287,109.070.666,383244287.0,109070666.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh tăng: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(7.644.606.990),(15.668.774.022),-7644606990.0,-15668774022.0
Thuế TNDN hoãn lại chưa ghi nhận liên quan đến lỗ tính thuế,Các khoản điều chỉnh tăng: > Thuế TNDN hoãn lại chưa ghi nhận liên quan đến lỗ tính thuế,Thuế TNDN hoãn lại chưa ghi nhận liên quan đến lỗ tính thuế,2.231.438.968,23.837.042.154,2231438968.0,23837042154.0
Chi phí thuế TNDN,Các khoản điều chỉnh tăng: > Chi phí thuế TNDN,Chi phí thuế TNDN,150.126.680.007,153.677.301.975,150126680007.0,153677301975.0
