row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23.1,10.961.929.700.091,10.189.067.019.482,,231.0,10961929700091.0,10189067019482.0
02,02,02,2. Các khoản giảm trừ doanh thu,23.1,(149.135.106.950),(167.483.513.799),,231.0,-149135106950.0,-167483513799.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23.1,10.812.794.593.141,10.021.583.505.683,,231.0,10812794593141.0,10021583505683.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,24,(8.959.835.563.715),(7.463.897.833.139),,24.0,-8959835563715.0,-7463897833139.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.852.959.029.426,2.557.685.672.544,,,1852959029426.0,2557685672544.0
21,21,21,6. Doanh thu hoạt động tài chính,23.2,25.013.151.689,29.935.190.655,,232.0,25013151689.0,29935190655.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,26,(199.009.893.014) (182.283.276.266),(319.611.291.711) (309.819.328.258),,26.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,26,(199.009.893.014) (182.283.276.266),(319.611.291.711) (309.819.328.258),,26.0,,
24,24,24,8. Phần lãi trong công ty liên kết,13,4.904.603.405,929.362.507,,13.0,4904603405.0,929362507.0
25,25,25,9. Chi phí bán hàng,25,(405.236.274.419),(380.425.428.122),,25.0,-405236274419.0,-380425428122.0
26,26,26,10. Chi phí quản lý doanh nghiệp,25,(344.480.753.443),(339.149.837.912),,25.0,-344480753443.0,-339149837912.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,934.149.863.644,1.549.363.667.961,,,934149863644.0,1549363667961.0
31,31,31,12. Thu nhập khác,27,47.120.526.924,5.749.436.871,,27.0,47120526924.0,5749436871.0
32,32,32,13. Chi phí khác,,(1.585.776.115),(1.139.770.529),,,-1585776115.0,-1139770529.0
40,40,40,14. Lợi nhuận khác,,45.534.750.809,4.609.666.342,,,45534750809.0,4609666342.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,979.684.614.453,1.553.973.334.303,,,979684614453.0,1553973334303.0
51,51,51,16. Chi phí thuế TNDN hiện hành,29.1,(150.126.680.007),(153.677.301.975),,291.0,-150126680007.0,-153677301975.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,829.557.934.446,1.400.296.032.328,,,829557934446.0,1400296032328.0
61,61,61,18. Lợi nhuận sau thuế của công ty mẹ,,829.557.934.446,1.400.296.032.328,,,829557934446.0,1400296032328.0
70,70,70,19. Lãi cơ bản trên cổ phiếu,31,7.199,11.166,,31.0,7199.0,11166.0
71,71,71,20. Lãi suy giảm trên cổ phiếu,31,7.199,11.166,,31.0,7199.0,11166.0
