row_label_raw,row_label_full,Tên đơn vị,col_1,Số cuối năm > Giá trị(VND),Số cuối năm > Tỷ lệvớnnăm giữ,Số cuối năm > Tỷ lệquyềnbiềuquyết,Số đầu năm > Giá trị(VND),Số đầu năm > Tỷ lệvớnnăm giữ,Số đầu năm > Tỷ lệquyềnbiều quyết,numeric__col_1,numeric__Số cuối năm > Giá trị(VND),numeric__Số cuối năm > Tỷ lệvớnnăm giữ,numeric__Số cuối năm > Tỷ lệquyềnbiềuquyết,numeric__Số đầu năm > Giá trị(VND),numeric__Số đầu năm > Tỷ lệvớnnăm giữ,numeric__Số đầu năm > Tỷ lệquyềnbiều quyết
Công ty Cổ phần Transeco Công ty TNHH,Công ty Cổ phần Transeco Công ty TNHH,Công ty Cổ phần Transeco Công ty TNHH,(i),25.971.258.779,"33,33%","33,33%",23.068.725.907,"33,33%","33,33%",,25971258779.0,0.3333,0.3333,23068725907.0,0.3333,0.3333
Chế biển thực phẩm Dabaco,Chế biển thực phẩm Dabaco,Chế biển thực phẩm Dabaco,(ii),79.346.165.215,"45,65%","45,65%",79.344.094.682,"45,65%","45,65%",,79346165215.0,0.45649999999999996,0.45649999999999996,79344094682.0,0.45649999999999996,0.45649999999999996
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,105.317.423.994,,,102.412.820.589,,,,105317423994.0,,,102412820589.0,,
