row_label_raw,row_label_full,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm
446.499.275.228,446.499.275.228,446.499.275.228,96.988.969.516,96988969516.0
478.712.640,478.712.640,478.712.640,-,
23.546.557.129,478.712.640 > 23.546.557.129,23.546.557.129,12.951.792.280,12951792280.0
-,478.712.640 > -,-,509.849.097,509849097.0
31.977.815.643,478.712.640 > 31.977.815.643,31.977.815.643,6.751.041.301,6751041301.0
25.080.874.998,478.712.640 > 25.080.874.998,25.080.874.998,2.640.493.331,2640493331.0
156.064.022,478.712.640 > 156.064.022,156.064.022,4.733.723.881,4733723881.0
-,478.712.640 > -,-,25.000.000.000,25000000000.0
3.135.227.210,478.712.640 > 3.135.227.210,3.135.227.210,113.081.204.806,113081204806.0
19.638.655.538,478.712.640 > 19.638.655.538,19.638.655.538,134.370.760.785,134370760785.0
-,478.712.640 > -,-,40.801.352.790,40801352790.0
213.066.572.850,478.712.640 > 213.066.572.850,213.066.572.850,24.055.586.357,24055586357.0
585.875.437,585.875.437,585.875.437,-,
96.541.494.806,585.875.437 > 96.541.494.806,96.541.494.806,39.719.518.606,39719518606.0
216.946.937,216.946.937,216.946.937,-,
1.216.768.929,216.946.937 > 1.216.768.929,1.216.768.929,13.342.951.870,13342951870.0
412.000.000.000,216.946.937 > 412.000.000.000,412.000.000.000,575.000.000.000,575000000000.0
83.438.856,83.438.856,83.438.856,,
1.810.280.810,83.438.856 > 1.810.280.810,1.810.280.810,3.148.663.156,3148663156.0
7.485.311.562,83.438.856 > 7.485.311.562,7.485.311.562,81.434.536.341,81434536341.0
8.762.366.636,83.438.856 > 8.762.366.636,8.762.366.636,6.420.189.438,6420189438.0
96.064.307.710,96.064.307.710,96.064.307.710,-,
14.034.189.538,96.064.307.710 > 14.034.189.538,14.034.189.538,498.909.832,498909832.0
