row_label_raw,row_label_full,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm
14.856.769.238,14.856.769.238,14.856.769.238,1.374.283.130,1374283130.0
-,-,-,441.480.870,441480870.0
18.719.166.665,18.719.166.665,18.719.166.665,42.227.715.475,42227715475.0
-,-,-,422.341.898.952,422341898952.0
366.823.464,366.823.464,366.823.464,12.200.000.000,12200000000.0
164.241.199,164.241.199,164.241.199,119.201.599,119201599.0
1.166.666.670,1.166.666.670,1.166.666.670,57.672.041.665,57672041665.0
-,-,-,1.481.439.467.097,1481439467097.0
-,-,-,385.546.875.000,385546875000.0
17.435.947.221,17.435.947.221,17.435.947.221,-,
4.643.054.509,17.435.947.221 > 4.643.054.509,4.643.054.509,9.331.986.499,9331986499.0
77.535.805.847,77.535.805.847,77.535.805.847,-,
939.964.899.900,939.964.899.900,939.964.899.900,-,
3.988.998.211,939.964.899.900 > 3.988.998.211,3.988.998.211,179.534.749,179534749.0
9.232.222.222,939.964.899.900 > 9.232.222.222,9.232.222.222,102.428.711.393,102428711393.0
527.743.312.661,939.964.899.900 > 527.743.312.661,527.743.312.661,102.233.340.481,102233340481.0
1.276.770.100,1.276.770.100,1.276.770.100,-,
5.295.364.464,5.295.364.464,5.295.364.464,-,
-,5.295.364.464 > -,-,85.006.000.000,85006000000.0
-,5.295.364.464 > -,-,3.297.250.000,3297250000.0
5.553.537,5.295.364.464 > 5.553.537,5.553.537,4.114.615.749,4114615749.0
1.371.856.200,1.371.856.200,1.371.856.200,-,
3.983.055.556,3.983.055.556,3.983.055.556,-,
45.149.861.112,3.983.055.556 > 45.149.861.112,45.149.861.112,22.976.388.891,22976388891.0
