row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm(trình bày lại),numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm(trình bày lại)
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bản quyền phần mềm,Ngắn hạn > Chi phí bản quyền phần mềm,Chi phí bản quyền phần mềm,7.325.983.760,-,7325983760.0,
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,6.069.002.864,26.227.092.547,6069002864.0,26227092547.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,13.394.986.624,26.227.092.547,13394986624.0,26227092547.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
Lợi thế thương mại (i),Dải hạn > Lợi thế thương mại (i),Lợi thế thương mại (i),34.461.802.024,68.923.604.056,34461802024.0,68923604056.0
Chi phí cung cấp dịch vụ quản lý văn phòng trả trước,Dải hạn > Chi phí cung cấp dịch vụ quản lý văn phòng trả trước,Chi phí cung cấp dịch vụ quản lý văn phòng trả trước,26.621.714.568,-,26621714568.0,
Chi phí trả trước dài hạn khác,Dải hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,6.432.166.278,7.753.491.587,6432166278.0,7753491587.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,67.515.682.870,76.677.095.643,67515682870.0,76677095643.0
