row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước (trình bày lại),numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26.1,976.176.934.312,626.110.242.855,,261.0,976176934312.0,626110242855.0
02,02,02,2. Các khoản giảm trừ doanh thu,26.1,-,-,,261.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,26.1,976.176.934.312,626.110.242.855,,261.0,976176934312.0,626110242855.0
11,11,11,4. Giá vốn hàng bán và cung cấp dịch vụ,27,(680.168.013.669),(521.644.353.308),,27.0,-680168013669.0,-521644353308.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,296.008.920.643,104.465.889.547,,,296008920643.0,104465889547.0
21,21,21,6. Doanh thu hoạt động tài chính,26.2,6.130.396.091.173,4.879.579.310.242,,262.0,6130396091173.0,4879579310242.0
22,22,22,7. Chi phí tài chính,28,(3.138.965.332.358),(2.649.894.654.766),,28.0,-3138965332358.0,-2649894654766.0
23,23,23,Trong đó: Chi phí lãi vay,,(2.337.511.844.307),(2.205.286.657.388),,,-2337511844307.0,-2205286657388.0
25,25,25,8. Chi phí bán hàng,,(6.781.066.408),(5.685.370.421),,,-6781066408.0,-5685370421.0
26,26,26,9. Chi phí quản lý doanh nghiệp,,(292.956.499.757),(352.872.458.647),,,-292956499757.0,-352872458647.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,2.987.702.113.293,1.975.592.715.955,,,2987702113293.0,1975592715955.0
31,31,31,11. Thu nhập khác,,7.239.342.958,13.703.530.913,,,7239342958.0,13703530913.0
32,32,32,12. Chi phí khác,,(10.692.386.094),(4.173.184.618),,,-10692386094.0,-4173184618.0
40,40,40,13. (Lỗ)/lợi nhuận khác,,(3.453.043.136),9.530.346.295,,,-3453043136.0,9530346295.0
