row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(trình bày lại)
100,100,100,A. TÀI SẢN NGẮN HẠN,,24.238.821.543.284,20.092.207.677.020,,,24238821543284.0,20092207677020.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,1.071.293.410.389,1.314.658.214.340,,4.0,1071293410389.0,1314658214340.0
111,111,111,1. Tiền,,571.293.410.389,935.266.714.359,,,571293410389.0,935266714359.0
112,112,112,2. Các khoản tương đương tiền,,500.000.000.000,379.391.499.981,,,500000000000.0,379391499981.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,2.142.032.490.611,688.066.375.511,,5.0,2142032490611.0,688066375511.0
121,121,121,1. Chứng khoán kinh doanh,,32.369.112.000,105.781.413.500,,,32369112000.0,105781413500.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(14.958.000.000),(31.336.416.600),,,-14958000000.0,-31336416600.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,2.124.621.378.611,613.621.378.611,,,2124621378611.0,613621378611.0
130,130,130,III. Các khoản phải thu ngắn hạn,,16.585.572.752.923,13.787.499.177.821,,,16585572752923.0,13787499177821.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,288.691.127.787,515.249.760.099,,6.0,288691127787.0,515249760099.0
132,132,132,2. Trà trước cho người bán ngắn hạn,7,132.228.960.187,114.366.565.557,,7.0,132228960187.0,114366565557.0
135,135,135,3. Phải thu về cho vay ngắn hạn,9,12.496.760.202.648,10.095.161.190.581,,9.0,12496760202648.0,10095161190581.0
136,136,136,4. Phải thu ngắn hạn khác,10,3.769.416.074.671,3.131.713.514.435,,10.0,3769416074671.0,3131713514435.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"6, 9, 10",(101.523.612.370),(68.991.852.851),,,-101523612370.0,-68991852851.0
140,140,140,IV. Hàng tồn kho,,730.548.865.044,22.158.842.184,,,730548865044.0,22158842184.0
141,141,141,1. Hàng tồn kho,11,730.548.865.044,25.847.478.548,,11.0,730548865044.0,25847478548.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,-,(3.688.636.364),,,,-3688636364.0
150,150,150,V. Tài sản ngắn hạn khác,,3.709.374.024.318,4.279.825.067.164,,,3709374024318.0,4279825067164.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,13.394.986.624,26.227.092.547,,12.0,13394986624.0,26227092547.0
152,152,152,2. Thuế GTGT được khấu trừ,20,35.767.944.966,3.274.991.133,,20.0,35767944966.0,3274991133.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,20,2.923.154.643,3.284.386.992,,20.0,2923154643.0,3284386992.0
155,155,155,4. Tài sản ngắn hạn khác,13,3.657.287.938.085,4.247.038.596.492,,13.0,3657287938085.0,4247038596492.0
