row_label_raw,row_label_full,Ông Nguyễn Thế Anh,Trường ban,numeric__Trường ban
Ông Đình Ngọc Lân,Ông Đình Ngọc Lân,Ông Đình Ngọc Lân,Thành viên,
Bà Đỗ Thị Hồng Vân,Bà Đỗ Thị Hồng Vân,Bà Đỗ Thị Hồng Vân,Thành viên,
Bà Nguyễn Thị Vân Trinh,Bà Nguyễn Thị Vân Trinh,Bà Nguyễn Thị Vân Trinh,Thành viên,
Bà Hoàng Thúy Mai,Bà Hoàng Thúy Mai,Bà Hoàng Thúy Mai,Thành viên,
