row_label_raw,row_label_full,Cổ tức đã công bố trong năm,Đơn vị tính: VND > Năm nay > 3.763.639.260.000,Đơn vị tính: VND > Năm trước > 6.525.105.392.288,numeric__Đơn vị tính: VND > Năm nay > 3.763.639.260.000,numeric__Đơn vị tính: VND > Năm trước > 6.525.105.392.288
Cổ tức trả bằng tiền trên cổ phiếu phổ thông,Cổ tức trả bằng tiền trên cổ phiếu phổ thông,Cổ tức trả bằng tiền trên cổ phiếu phổ thông,-,1.997.793.162.288,,1997793162288.0
Cổ tức trả bằng cổ phiếu trên cổ phiếu phổ thông,Cổ tức trả bằng cổ phiếu trên cổ phiếu phổ thông,Cổ tức trả bằng cổ phiếu trên cổ phiếu phổ thông,3.763.639.260.000,4.527.312.230.000,3763639260000.0,4527312230000.0
Cổ tức đã công bố sau ngày kết thúc ký kế toán và chưa được ghi nhận là nợ phải trả,Cổ tức đã công bố sau ngày kết thúc ký kế toán và chưa được ghi nhận là nợ phải trả,Cổ tức đã công bố sau ngày kết thúc ký kế toán và chưa được ghi nhận là nợ phải trả,-,-,,
