row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Gộp vốn,Cổ tức được chia,Cổ tức nhận được,Đặt cọc cho hợp đồng hợp tác đầu tư/ đặt cọc mua cổ phần,Đơn vị tính: VNDThu hồi tiến đặt cọc,numeric__Mối quan hệ,numeric__Gộp vốn,numeric__Cổ tức được chia,numeric__Cổ tức nhận được,numeric__Đặt cọc cho hợp đồng hợp tác đầu tư/ đặt cọc mua cổ phần,numeric__Đơn vị tính: VNDThu hồi tiến đặt cọc
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,229.990.000.000,-,-,-,-,,229990000000.0,,,,
Công ty Vinecom,Công ty Vinecom,Công ty Vinecom,Công ty con,318.144.043.467,-,-,-,-,,318144043467.0,,,,
Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty con,-,771.093.750.000,(385.546.875.000),-,-,,,771093750000.0,-385546875000.0,,
Công ty Sài Đồng,Công ty Sài Đồng,Công ty Sài Đồng,Công ty con,-,1.054.503.562.500,(1.054.503.562.500),4.000.000.000.000,-,,,1054503562500.0,-1054503562500.0,4000000000000.0,
Công ty Nam Hà Nội,Công ty Nam Hà Nội,Công ty Nam Hà Nội,Công ty con,-,530.000.000.000,(530.000.000.000),-,-,,,530000000000.0,-530000000000.0,,
Công ty Vinpearl Nha Trang,Công ty Vinpearl Nha Trang,Công ty Vinpearl Nha Trang,Công ty con,-,-,(900.000.000.000),-,-,,,,-900000000000.0,,
Công ty Thành Phố Xanh,Công ty Thành Phố Xanh,Công ty Thành Phố Xanh,Công ty liên kết,145.000.000.000,-,-,-,-,,145000000000.0,,,,
