row_label_raw,row_label_full,col_0,Don vị tính: VND,numeric__Don vị tính: VND
Số cuối năm,Số cuối năm,Số cuối năm,Số đầu năm,
65.262.585.469,Số cuối năm > 65.262.585.469,65.262.585.469,3.563.707.377,3563707377.0
21.600.180,Số cuối năm > 21.600.180,21.600.180,19.026.267.979,19026267979.0
-,Số cuối năm > -,-,2.070.714.624,2070714624.0
-,Số cuối năm > -,-,1.614.704.300,1614704300.0
998.472.002,Số cuối năm > 998.472.002,998.472.002,496.263.032,496263032.0
-,Số cuối năm > -,-,419.945.129,419945129.0
-,Số cuối năm > -,-,27.478.000,27478000.0
558.602.907,558.602.907,558.602.907,-,
241.429.523,558.602.907 > 241.429.523,241.429.523,365.743.801,365743801.0
5.930.271.827,558.602.907 > 5.930.271.827,5.930.271.827,135.561.324,135561324.0
5.042.118.305,5.042.118.305,5.042.118.305,-,
2.654.449.500,2.654.449.500,2.654.449.500,-,
1.609.511.063,1.609.511.063,1.609.511.063,-,
2.012.885.036,1.609.511.063 > 2.012.885.036,2.012.885.036,1.743.098.831,1743098831.0
84.331.925.812,1.609.511.063 > 84.331.925.812,84.331.925.812,29.463.484.397,29463484397.0
